Número de personas en el hogar;Número de perceptores de ingresos en el hogar;Periodo;Total
Una persona;1;2004T3;3.073,8
Una persona;1;2004T2;3.048,2
Una persona;1;2004T1;3.013,1
Una persona;1;2003T4;2.991,9
Una persona;1;2003T3;2.955,9
Una persona;1;2003T2;2.917,5
Una persona;1;2003T1;2.879,9
Una persona;1;2002T4;2.846,3
Una persona;1;2002T3;2.817,7
Una persona;1;2002T2;2.788,4
Una persona;1;2002T1;2.763
Una persona;2;2025T4;..
Una persona;2;2025T3;..
Una persona;2;2025T2;..
Una persona;2;2025T1;..
Una persona;2;2024T4;..
Una persona;2;2024T3;..
Una persona;2;2024T2;..
Una persona;2;2024T1;..
Una persona;2;2023T4;..
Una persona;2;2023T3;..
Una persona;2;2023T2;..
Una persona;2;2023T1;..
Una persona;2;2022T4;..
Una persona;2;2022T3;..
Una persona;2;2022T2;..
Una persona;2;2022T1;..
Una persona;2;2021T4;..
Una persona;2;2021T3;..
Una persona;2;2021T2;..
Una persona;2;2021T1;..
Una persona;2;2020T4;..
Una persona;2;2020T3;..
Una persona;2;2020T2;..
Una persona;2;2020T1;..
Una persona;2;2019T4;..
Una persona;2;2019T3;..
Una persona;2;2019T2;..
Una persona;2;2019T1;..
Una persona;2;2018T4;..
Una persona;2;2018T3;..
Una persona;2;2018T2;..
Una persona;2;2018T1;..
Una persona;2;2017T4;..
Una persona;2;2017T3;..
Una persona;2;2017T2;..
Una persona;2;2017T1;..
Una persona;2;2016T4;..
Una persona;2;2016T3;..
Una persona;2;2016T2;..
Una persona;2;2016T1;..
Una persona;2;2015T4;..
Una persona;2;2015T3;..
Una persona;2;2015T2;..
Una persona;2;2015T1;..
Una persona;2;2014T4;..
Una persona;2;2014T3;..
Una persona;2;2014T2;..
Una persona;2;2014T1;..
Una persona;2;2013T4;..
Una persona;2;2013T3;..
Una persona;2;2013T2;..
Una persona;2;2013T1;..
Una persona;2;2012T4;..
Una persona;2;2012T3;..
Una persona;2;2012T2;..
Una persona;2;2012T1;..
Una persona;2;2011T4;..
Una persona;2;2011T3;..
Una persona;2;2011T2;..
Una persona;2;2011T1;..
Una persona;2;2010T4;..
Una persona;2;2010T3;..
Una persona;2;2010T2;..
Una persona;2;2010T1;..
Una persona;2;2009T4;..
Una persona;2;2009T3;..
Una persona;2;2009T2;..
Una persona;2;2009T1;..
Una persona;2;2008T4;..
Una persona;2;2008T3;..
Una persona;2;2008T2;..
Una persona;2;2008T1;..
Una persona;2;2007T4;..
Una persona;2;2007T3;..
Una persona;2;2007T2;..
Una persona;2;2007T1;..
Una persona;2;2006T4;..
Una persona;2;2006T3;..
Una persona;2;2006T2;..
Una persona;2;2006T1;..
Una persona;2;2005T4;..
Una persona;2;2005T3;..
Una persona;2;2005T2;..
Una persona;2;2005T1;..
Una persona;2;2004T4;..
Una persona;2;2004T3;..
Una persona;2;2004T2;..
Una persona;2;2004T1;..
Una persona;2;2003T4;..
Una persona;2;2003T3;..
Una persona;2;2003T2;..
Una persona;2;2003T1;..
Una persona;2;2002T4;..
Una persona;2;2002T3;..
Una persona;2;2002T2;..
Una persona;2;2002T1;..
Una persona;3;2025T4;..
Una persona;3;2025T3;..
Una persona;3;2025T2;..
Una persona;3;2025T1;..
Una persona;3;2024T4;..
Una persona;3;2024T3;..
Una persona;3;2024T2;..
Una persona;3;2024T1;..
Una persona;3;2023T4;..
Una persona;3;2023T3;..
Una persona;3;2023T2;..
Una persona;3;2023T1;..
Una persona;3;2022T4;..
Una persona;3;2022T3;..
Una persona;3;2022T2;..
Una persona;3;2022T1;..
Una persona;3;2021T4;..
Una persona;3;2021T3;..
Una persona;3;2021T2;..
Una persona;3;2021T1;..
Una persona;3;2020T4;..
Una persona;3;2020T3;..
Una persona;3;2020T2;..
Una persona;3;2020T1;..
Una persona;3;2019T4;..
Una persona;3;2019T3;..
Una persona;3;2019T2;..
Una persona;3;2019T1;..
Una persona;3;2018T4;..
Una persona;3;2018T3;..
Una persona;3;2018T2;..
Una persona;3;2018T1;..
Una persona;3;2017T4;..
Una persona;3;2017T3;..
Una persona;3;2017T2;..
Una persona;3;2017T1;..
Una persona;3;2016T4;..
Una persona;3;2016T3;..
Una persona;3;2016T2;..
Una persona;3;2016T1;..
Una persona;3;2015T4;..
Una persona;3;2015T3;..
Una persona;3;2015T2;..
Una persona;3;2015T1;..
Una persona;3;2014T4;..
Una persona;3;2014T3;..
Una persona;3;2014T2;..
Una persona;3;2014T1;..
Una persona;3;2013T4;..
Una persona;3;2013T3;..
Una persona;3;2013T2;..
Una persona;3;2013T1;..
Una persona;3;2012T4;..
Una persona;3;2012T3;..
Una persona;3;2012T2;..
Una persona;3;2012T1;..
Una persona;3;2011T4;..
Una persona;3;2011T3;..
Una persona;3;2011T2;..
Una persona;3;2011T1;..
Una persona;3;2010T4;..
Una persona;3;2010T3;..
Una persona;3;2010T2;..
Una persona;3;2010T1;..
Una persona;3;2009T4;..
Una persona;3;2009T3;..
Una persona;3;2009T2;..
Una persona;3;2009T1;..
Una persona;3;2008T4;..
Una persona;3;2008T3;..
Una persona;3;2008T2;..
Una persona;3;2008T1;..
Una persona;3;2007T4;..
Una persona;3;2007T3;..
Una persona;3;2007T2;..
Una persona;3;2007T1;..
Una persona;3;2006T4;..
Una persona;3;2006T3;..
Una persona;3;2006T2;..
Una persona;3;2006T1;..
Una persona;3;2005T4;..
Una persona;3;2005T3;..
Una persona;3;2005T2;..
Una persona;3;2005T1;..
Una persona;3;2004T4;..
Una persona;3;2004T3;..
Una persona;3;2004T2;..
Una persona;3;2004T1;..
Una persona;3;2003T4;..
Una persona;3;2003T3;..
Una persona;3;2003T2;..
Una persona;3;2003T1;..
Una persona;3;2002T4;..
Una persona;3;2002T3;..
Una persona;3;2002T2;..
Una persona;3;2002T1;..
Una persona;4 y más;2025T4;..
Una persona;4 y más;2025T3;..
Una persona;4 y más;2025T2;..
Una persona;4 y más;2025T1;..
Una persona;4 y más;2024T4;..
Una persona;4 y más;2024T3;..
Una persona;4 y más;2024T2;..
Una persona;4 y más;2024T1;..
Una persona;4 y más;2023T4;..
Una persona;4 y más;2023T3;..
Una persona;4 y más;2023T2;..
Una persona;4 y más;2023T1;..
Una persona;4 y más;2022T4;..
Una persona;4 y más;2022T3;..
Una persona;4 y más;2022T2;..
Una persona;4 y más;2022T1;..
Una persona;4 y más;2021T4;..
Una persona;4 y más;2021T3;..
Una persona;4 y más;2021T2;..
Una persona;4 y más;2021T1;..
Una persona;4 y más;2020T4;..
Una persona;4 y más;2020T3;..
Una persona;4 y más;2020T2;..
Una persona;4 y más;2020T1;..
Una persona;4 y más;2019T4;..
Una persona;4 y más;2019T3;..
Una persona;4 y más;2019T2;..
Una persona;4 y más;2019T1;..
Una persona;4 y más;2018T4;..
Una persona;4 y más;2018T3;..
Una persona;4 y más;2018T2;..
Una persona;4 y más;2018T1;..
Una persona;4 y más;2017T4;..
Una persona;4 y más;2017T3;..
Una persona;4 y más;2017T2;..
Una persona;4 y más;2017T1;..
Una persona;4 y más;2016T4;..
Una persona;4 y más;2016T3;..
Una persona;4 y más;2016T2;..
Una persona;4 y más;2016T1;..
Una persona;4 y más;2015T4;..
Una persona;4 y más;2015T3;..
Una persona;4 y más;2015T2;..
Una persona;4 y más;2015T1;..
Una persona;4 y más;2014T4;..
Una persona;4 y más;2014T3;..
Una persona;4 y más;2014T2;..
Una persona;4 y más;2014T1;..
Una persona;4 y más;2013T4;..
Una persona;4 y más;2013T3;..
Una persona;4 y más;2013T2;..
Una persona;4 y más;2013T1;..
Una persona;4 y más;2012T4;..
Una persona;4 y más;2012T3;..
Una persona;4 y más;2012T2;..
Una persona;4 y más;2012T1;..
Una persona;4 y más;2011T4;..
Una persona;4 y más;2011T3;..
Una persona;4 y más;2011T2;..
Una persona;4 y más;2011T1;..
Una persona;4 y más;2010T4;..
Una persona;4 y más;2010T3;..
Una persona;4 y más;2010T2;..
Una persona;4 y más;2010T1;..
Una persona;4 y más;2009T4;..
Una persona;4 y más;2009T3;..
Una persona;4 y más;2009T2;..
Una persona;4 y más;2009T1;..
Una persona;4 y más;2008T4;..
Una persona;4 y más;2008T3;..
Una persona;4 y más;2008T2;..
Una persona;4 y más;2008T1;..
Una persona;4 y más;2007T4;..
Una persona;4 y más;2007T3;..
Una persona;4 y más;2007T2;..
Una persona;4 y más;2007T1;..
Una persona;4 y más;2006T4;..
Una persona;4 y más;2006T3;..
Una persona;4 y más;2006T2;..
Una persona;4 y más;2006T1;..
Una persona;4 y más;2005T4;..
Una persona;4 y más;2005T3;..
Una persona;4 y más;2005T2;..
Una persona;4 y más;2005T1;..
Una persona;4 y más;2004T4;..
Una persona;4 y más;2004T3;..
Una persona;4 y más;2004T2;..
Una persona;4 y más;2004T1;..
Una persona;4 y más;2003T4;..
Una persona;4 y más;2003T3;..
Una persona;4 y más;2003T2;..
Una persona;4 y más;2003T1;..
Una persona;4 y más;2002T4;..
Una persona;4 y más;2002T3;..
Una persona;4 y más;2002T2;..
Una persona;4 y más;2002T1;..
Dos personas;Total;2025T4;5.705,7
Dos personas;Total;2025T3;5.673,6
Dos personas;Total;2025T2;5.669,4
Dos personas;Total;2025T1;5.619,3
Dos personas;Total;2024T4;5.587
Dos personas;Total;2024T3;5.576,6
Dos personas;Total;2024T2;5.577,1
Dos personas;Total;2024T1;5.589,3
Dos personas;Total;2023T4;5.562,3
Dos personas;Total;2023T3;5.553,3
Dos personas;Total;2023T2;5.511,9
Dos personas;Total;2023T1;5.488
Dos personas;Total;2022T4;5.460,1
Dos personas;Total;2022T3;5.418,6
Dos personas;Total;2022T2;5.390,6
Dos personas;Total;2022T1;5.388,8
Dos personas;Total;2021T4;5.362,1
Dos personas;Total;2021T3;5.330,4
Dos personas;Total;2021T2;5.282,9
Dos personas;Total;2021T1;5.236,3
Dos personas;Total;2020T4;5.699,7
Dos personas;Total;2020T3;5.699,9
Dos personas;Total;2020T2;5.698,8
Dos personas;Total;2020T1;5.695,2
Dos personas;Total;2019T4;5.692
Dos personas;Total;2019T3;5.691,7
Dos personas;Total;2019T2;5.686,1
Dos personas;Total;2019T1;5.676,8
Dos personas;Total;2018T4;5.668
Dos personas;Total;2018T3;5.658,4
Dos personas;Total;2018T2;5.651,1
Dos personas;Total;2018T1;5.645,7
Dos personas;Total;2017T4;5.639,4
Dos personas;Total;2017T3;5.634,1
Dos personas;Total;2017T2;5.630,6
Dos personas;Total;2017T1;5.628,5
Dos personas;Total;2016T4;5.623
Dos personas;Total;2016T3;5.610,3
Dos personas;Total;2016T2;5.597
Dos personas;Total;2016T1;5.587,8
Dos personas;Total;2015T4;5.580,7
Dos personas;Total;2015T3;5.572,3
Dos personas;Total;2015T2;5.566,1
Dos personas;Total;2015T1;5.567,9
Dos personas;Total;2014T4;5.573,7
Dos personas;Total;2014T3;5.578,9
Dos personas;Total;2014T2;5.571,7
Dos personas;Total;2014T1;5.591,9
Dos personas;Total;2013T4;5.573,4
Dos personas;Total;2013T3;5.553,8
Dos personas;Total;2013T2;5.537,7
Dos personas;Total;2013T1;5.518,8
Dos personas;Total;2012T4;5.499,5
Dos personas;Total;2012T3;5.474,4
Dos personas;Total;2012T2;5.450,6
Dos personas;Total;2012T1;5.429,6
Dos personas;Total;2011T4;5.410,7
Dos personas;Total;2011T3;5.369,3
Dos personas;Total;2011T2;5.328,4
Dos personas;Total;2011T1;5.289,4
Dos personas;Total;2010T4;5.252,3
Dos personas;Total;2010T3;5.210
Dos personas;Total;2010T2;5.168,9
Dos personas;Total;2010T1;5.129,2
Dos personas;Total;2009T4;5.091,6
Dos personas;Total;2009T3;5.049,3
Dos personas;Total;2009T2;5.007,8
Dos personas;Total;2009T1;4.967
Dos personas;Total;2008T4;4.928,1
Dos personas;Total;2008T3;4.881
Dos personas;Total;2008T2;4.833,3
Dos personas;Total;2008T1;4.785,9
Dos personas;Total;2007T4;4.740,1
Dos personas;Total;2007T3;4.687,1
Dos personas;Total;2007T2;4.635,4
Dos personas;Total;2007T1;4.585,1
Dos personas;Total;2006T4;4.535,7
Dos personas;Total;2006T3;4.484,4
Dos personas;Total;2006T2;4.435,9
Dos personas;Total;2006T1;4.389,4
Dos personas;Total;2005T4;4.344,2
Dos personas;Total;2005T3;4.293,1
Dos personas;Total;2005T2;4.243,9
Dos personas;Total;2005T1;4.193,3
Dos personas;Total;2004T4;4.147,8
Dos personas;Total;2004T3;4.098
Dos personas;Total;2004T2;4.052,9
Dos personas;Total;2004T1;4.010
Dos personas;Total;2003T4;3.969,2
Dos personas;Total;2003T3;3.923,1
Dos personas;Total;2003T2;3.878,7
Dos personas;Total;2003T1;3.833,1
Dos personas;Total;2002T4;3.788
Dos personas;Total;2002T3;3.737,9
Dos personas;Total;2002T2;3.689,7
Dos personas;Total;2002T1;3.642,2
Dos personas;0;2025T4;93,3
Dos personas;0;2025T3;96,3
Dos personas;0;2025T2;86,3
Dos personas;0;2025T1;93,6
Dos personas;0;2024T4;82,9
Dos personas;0;2024T3;83,7
Dos personas;0;2024T2;96,4
Dos personas;0;2024T1;100,5
Dos personas;0;2023T4;89,7
Dos personas;0;2023T3;99,1
Dos personas;0;2023T2;90,4
Dos personas;0;2023T1;93,3
Dos personas;0;2022T4;94,4
Dos personas;0;2022T3;88,4
Dos personas;0;2022T2;89,1
Dos personas;0;2022T1;107
Dos personas;0;2021T4;98,9
Dos personas;0;2021T3;117,7
Dos personas;0;2021T2;128
Dos personas;0;2021T1;123,2
Dos personas;0;2020T4;136,3
Dos personas;0;2020T3;119,1
Dos personas;0;2020T2;152,7
Dos personas;0;2020T1;129,9
Dos personas;0;2019T4;117,4
Dos personas;0;2019T3;110,5
Dos personas;0;2019T2;112,6
Dos personas;0;2019T1;125,3
Dos personas;0;2018T4;125,8
Dos personas;0;2018T3;125,5
Dos personas;0;2018T2;125,9
Dos personas;0;2018T1;133,8
Dos personas;0;2017T4;130,8
Dos personas;0;2017T3;121,9
Dos personas;0;2017T2;131,8
Dos personas;0;2017T1;141
Dos personas;0;2016T4;135,5
Dos personas;0;2016T3;140,7
Dos personas;0;2016T2;140,1
Dos personas;0;2016T1;148
Dos personas;0;2015T4;158,6
Dos personas;0;2015T3;169,6
Dos personas;0;2015T2;161,3
Dos personas;0;2015T1;166
Dos personas;0;2014T4;162,4
Dos personas;0;2014T3;158,3
Dos personas;0;2014T2;163,8
Dos personas;0;2014T1;169,4
Dos personas;0;2013T4;175,5
Dos personas;0;2013T3;158,1
Dos personas;0;2013T2;152,6
Dos personas;0;2013T1;160,4
Dos personas;0;2012T4;156,2
Dos personas;0;2012T3;151,9
Dos personas;0;2012T2;142,9
Dos personas;0;2012T1;141,9
Dos personas;0;2011T4;133,2
Dos personas;0;2011T3;145,3
Dos personas;0;2011T2;124,2
Dos personas;0;2011T1;119,3
Dos personas;0;2010T4;108,6
Dos personas;0;2010T3;102
Dos personas;0;2010T2;107,4
Dos personas;0;2010T1;98,5
Dos personas;0;2009T4;97,9
Dos personas;0;2009T3;105,9
Dos personas;0;2009T2;101,6
Dos personas;0;2009T1;90,2
Dos personas;0;2008T4;98,5
Dos personas;0;2008T3;91,6
Dos personas;0;2008T2;91,5
Dos personas;0;2008T1;82,5
Dos personas;0;2007T4;82,5
Dos personas;0;2007T3;75,7
Dos personas;0;2007T2;76,6
Dos personas;0;2007T1;81,3
Dos personas;0;2006T4;75,6
Dos personas;0;2006T3;74,8
Dos personas;0;2006T2;73,2
Dos personas;0;2006T1;81,9
Dos personas;0;2005T4;68,5
Dos personas;0;2005T3;85,7
Dos personas;0;2005T2;82,6
Dos personas;0;2005T1;112,2
Dos personas;0;2004T4;85,2
Dos personas;0;2004T3;87,2
Dos personas;0;2004T2;86
Dos personas;0;2004T1;89,7
Dos personas;0;2003T4;85,6
Dos personas;0;2003T3;94,7
Dos personas;0;2003T2;82,1
Dos personas;0;2003T1;87,4
Dos personas;0;2002T4;81,1
Dos personas;0;2002T3;86,5
Dos personas;0;2002T2;94,8
Dos personas;0;2002T1;91,1
Dos personas;1;2025T4;1.746,1
Dos personas;1;2025T3;1.712,5
Dos personas;1;2025T2;1.730,1
Dos personas;1;2025T1;1.773,6
Dos personas;1;2024T4;1.724,4
Dos personas;1;2024T3;1.730,7
Dos personas;1;2024T2;1.732,8
Dos personas;1;2024T1;1.822,1
Dos personas;1;2023T4;1.761,5
Dos personas;1;2023T3;1.810,6
Dos personas;1;2023T2;1.828,9
Dos personas;1;2023T1;1.839,4
Dos personas;1;2022T4;1.869,4
Dos personas;1;2022T3;1.829,2
Dos personas;1;2022T2;1.835,6
Dos personas;1;2022T1;1.901,2
Dos personas;1;2021T4;1.897,1
Dos personas;1;2021T3;1.896,4
Dos personas;1;2021T2;1.882,4
Dos personas;1;2021T1;1.926,3
Dos personas;1;2020T4;2.118,4
Dos personas;1;2020T3;2.149,1
Dos personas;1;2020T2;2.138,6
Dos personas;1;2020T1;2.088,2
Dos personas;1;2019T4;2.071,9
Dos personas;1;2019T3;2.084,5
Dos personas;1;2019T2;2.105,6
Dos personas;1;2019T1;2.158,8
Dos personas;1;2018T4;2.158,6
Dos personas;1;2018T3;2.165,8
Dos personas;1;2018T2;2.191,8
Dos personas;1;2018T1;2.247,9
Dos personas;1;2017T4;2.233,5
Dos personas;1;2017T3;2.229,2
Dos personas;1;2017T2;2.248,2
Dos personas;1;2017T1;2.261,6
Dos personas;1;2016T4;2.299
Dos personas;1;2016T3;2.299,3
Dos personas;1;2016T2;2.334,3
Dos personas;1;2016T1;2.315,5
Dos personas;1;2015T4;2.308,6
Dos personas;1;2015T3;2.321,2
Dos personas;1;2015T2;2.327
Dos personas;1;2015T1;2.363,7
Dos personas;1;2014T4;2.348,4
Dos personas;1;2014T3;2.368,7
Dos personas;1;2014T2;2.356,7
Dos personas;1;2014T1;2.393,2
Dos personas;1;2013T4;2.365,8
Dos personas;1;2013T3;2.321,9
Dos personas;1;2013T2;2.330,2
Dos personas;1;2013T1;2.332,9
Dos personas;1;2012T4;2.307,7
Dos personas;1;2012T3;2.222,5
Dos personas;1;2012T2;2.204,7
Dos personas;1;2012T1;2.228
Dos personas;1;2011T4;2.213,1
Dos personas;1;2011T3;2.153,4
Dos personas;1;2011T2;2.102
Dos personas;1;2011T1;2.122,5
Dos personas;1;2010T4;2.092,4
Dos personas;1;2010T3;2.088,2
Dos personas;1;2010T2;2.014,5
Dos personas;1;2010T1;2.001,8
Dos personas;1;2009T4;1.993,7
Dos personas;1;2009T3;1.994
Dos personas;1;2009T2;1.958,5
Dos personas;1;2009T1;1.939,7
Dos personas;1;2008T4;1.869,2
Dos personas;1;2008T3;1.843,6
Dos personas;1;2008T2;1.840,5
Dos personas;1;2008T1;1.846,2
Dos personas;1;2007T4;1.831,1
Dos personas;1;2007T3;1.811,8
Dos personas;1;2007T2;1.807
Dos personas;1;2007T1;1.818,2
Dos personas;1;2006T4;1.753
Dos personas;1;2006T3;1.744,1
Dos personas;1;2006T2;1.754,5
Dos personas;1;2006T1;1.774,3
Dos personas;1;2005T4;1.737,7
Dos personas;1;2005T3;1.725,4
Dos personas;1;2005T2;1.694,1
Dos personas;1;2005T1;1.712,7
Dos personas;1;2004T4;1.760,7
Dos personas;1;2004T3;1.765,3
Dos personas;1;2004T2;1.742,6
Dos personas;1;2004T1;1.758,2
Dos personas;1;2003T4;1.749,5
Dos personas;1;2003T3;1.731,1
Dos personas;1;2003T2;1.733,2
Dos personas;1;2003T1;1.719,5
Dos personas;1;2002T4;1.709,9
Dos personas;1;2002T3;1.683,3
Dos personas;1;2002T2;1.636,6
Dos personas;1;2002T1;1.660,2
Dos personas;2;2025T4;3.866,3
Dos personas;2;2025T3;3.864,8
Dos personas;2;2025T2;3.853
Dos personas;2;2025T1;3.752,1
Dos personas;2;2024T4;3.779,7
Dos personas;2;2024T3;3.762,2
Dos personas;2;2024T2;3.747,9
Dos personas;2;2024T1;3.666,7
Dos personas;2;2023T4;3.711,1
Dos personas;2;2023T3;3.643,6
Dos personas;2;2023T2;3.592,6
Dos personas;2;2023T1;3.555,3
Dos personas;2;2022T4;3.496,3
Dos personas;2;2022T3;3.501
Dos personas;2;2022T2;3.465,9
Dos personas;2;2022T1;3.380,6
Dos personas;2;2021T4;3.366,1
Dos personas;2;2021T3;3.316,3
Dos personas;2;2021T2;3.272,5
Dos personas;2;2021T1;3.186,8
Dos personas;2;2020T4;3.445,1
Dos personas;2;2020T3;3.431,7
Dos personas;2;2020T2;3.407,5
Dos personas;2;2020T1;3.477,1
Dos personas;2;2019T4;3.502,7
Dos personas;2;2019T3;3.496,7
Dos personas;2;2019T2;3.467,9
Dos personas;2;2019T1;3.392,6
Dos personas;2;2018T4;3.383,6
Dos personas;2;2018T3;3.367
Dos personas;2;2018T2;3.333,3
Dos personas;2;2018T1;3.263,9
Dos personas;2;2017T4;3.275,1
Dos personas;2;2017T3;3.283
Dos personas;2;2017T2;3.250,6
Dos personas;2;2017T1;3.225,9
Dos personas;2;2016T4;3.188,5
Dos personas;2;2016T3;3.170,3
Dos personas;2;2016T2;3.122,6
Dos personas;2;2016T1;3.124,3
Dos personas;2;2015T4;3.113,5
Dos personas;2;2015T3;3.081,4
Dos personas;2;2015T2;3.077,8
Dos personas;2;2015T1;3.038,2
Dos personas;2;2014T4;3.062,9
Dos personas;2;2014T3;3.051,9
Dos personas;2;2014T2;3.051,2
Dos personas;2;2014T1;3.029,3
Dos personas;2;2013T4;3.032,1
Dos personas;2;2013T3;3.073,8
Dos personas;2;2013T2;3.054,9
Dos personas;2;2013T1;3.025,5
Dos personas;2;2012T4;3.035,7
Dos personas;2;2012T3;3.100,1
Dos personas;2;2012T2;3.103
Dos personas;2;2012T1;3.059,7
Dos personas;2;2011T4;3.064,4
Dos personas;2;2011T3;3.070,6
Dos personas;2;2011T2;3.102,1
Dos personas;2;2011T1;3.047,5
Dos personas;2;2010T4;3.051,4
Dos personas;2;2010T3;3.019,8
Dos personas;2;2010T2;3.047
Dos personas;2;2010T1;3.028,9
Dos personas;2;2009T4;3.000
Dos personas;2;2009T3;2.949,4
Dos personas;2;2009T2;2.947,7
Dos personas;2;2009T1;2.937
Dos personas;2;2008T4;2.960,5
Dos personas;2;2008T3;2.945,7
Dos personas;2;2008T2;2.901,3
Dos personas;2;2008T1;2.857,2
Dos personas;2;2007T4;2.826,5
Dos personas;2;2007T3;2.799,5
Dos personas;2;2007T2;2.751,8
Dos personas;2;2007T1;2.685,6
Dos personas;2;2006T4;2.707,1
Dos personas;2;2006T3;2.665,4
Dos personas;2;2006T2;2.608,3
Dos personas;2;2006T1;2.533,2
Dos personas;2;2005T4;2.537,9
Dos personas;2;2005T3;2.482
Dos personas;2;2005T2;2.467,1
Dos personas;2;2005T1;2.368,3
Dos personas;2;2004T4;2.301,9
Dos personas;2;2004T3;2.245,5
Dos personas;2;2004T2;2.224,3
Dos personas;2;2004T1;2.162,1
Dos personas;2;2003T4;2.134,1
Dos personas;2;2003T3;2.097,4
Dos personas;2;2003T2;2.063,4
Dos personas;2;2003T1;2.026,2
Dos personas;2;2002T4;1.996,9
Dos personas;2;2002T3;1.968,1
Dos personas;2;2002T2;1.958,2
Dos personas;2;2002T1;1.890,9
Dos personas;3;2025T4;..
Dos personas;3;2025T3;..
Dos personas;3;2025T2;..
Dos personas;3;2025T1;..
Dos personas;3;2024T4;..
Dos personas;3;2024T3;..
Dos personas;3;2024T2;..
Dos personas;3;2024T1;..
Dos personas;3;2023T4;..
Dos personas;3;2023T3;..
Dos personas;3;2023T2;..
Dos personas;3;2023T1;..
Dos personas;3;2022T4;..
Dos personas;3;2022T3;..
Dos personas;3;2022T2;..
Dos personas;3;2022T1;..
Dos personas;3;2021T4;..
Dos personas;3;2021T3;..
Dos personas;3;2021T2;..
Dos personas;3;2021T1;..
Dos personas;3;2020T4;..
Dos personas;3;2020T3;..
Dos personas;3;2020T2;..
Dos personas;3;2020T1;..
Dos personas;3;2019T4;..
Dos personas;3;2019T3;..
Dos personas;3;2019T2;..
Dos personas;3;2019T1;..
Dos personas;3;2018T4;..
Dos personas;3;2018T3;..
Dos personas;3;2018T2;..
Dos personas;3;2018T1;..
Dos personas;3;2017T4;..
Dos personas;3;2017T3;..
Dos personas;3;2017T2;..
Dos personas;3;2017T1;..
Dos personas;3;2016T4;..
Dos personas;3;2016T3;..
Dos personas;3;2016T2;..
Dos personas;3;2016T1;..
Dos personas;3;2015T4;..
Dos personas;3;2015T3;..
Dos personas;3;2015T2;..
Dos personas;3;2015T1;..
Dos personas;3;2014T4;..
Dos personas;3;2014T3;..
Dos personas;3;2014T2;..
Dos personas;3;2014T1;..
Dos personas;3;2013T4;..
Dos personas;3;2013T3;..
Dos personas;3;2013T2;..
Dos personas;3;2013T1;..
Dos personas;3;2012T4;..
Dos personas;3;2012T3;..
Dos personas;3;2012T2;..
Dos personas;3;2012T1;..
Dos personas;3;2011T4;..
Dos personas;3;2011T3;..
Dos personas;3;2011T2;..
Dos personas;3;2011T1;..
Dos personas;3;2010T4;..
Dos personas;3;2010T3;..
Dos personas;3;2010T2;..
Dos personas;3;2010T1;..
Dos personas;3;2009T4;..
Dos personas;3;2009T3;..
Dos personas;3;2009T2;..
Dos personas;3;2009T1;..
Dos personas;3;2008T4;..
Dos personas;3;2008T3;..
Dos personas;3;2008T2;..
Dos personas;3;2008T1;..
Dos personas;3;2007T4;..
Dos personas;3;2007T3;..
Dos personas;3;2007T2;..
Dos personas;3;2007T1;..
Dos personas;3;2006T4;..
Dos personas;3;2006T3;..
Dos personas;3;2006T2;..
Dos personas;3;2006T1;..
Dos personas;3;2005T4;..
Dos personas;3;2005T3;..
Dos personas;3;2005T2;..
Dos personas;3;2005T1;..
Dos personas;3;2004T4;..
Dos personas;3;2004T3;..
Dos personas;3;2004T2;..
Dos personas;3;2004T1;..
Dos personas;3;2003T4;..
Dos personas;3;2003T3;..
Dos personas;3;2003T2;..
Dos personas;3;2003T1;..
Dos personas;3;2002T4;..
Dos personas;3;2002T3;..
Dos personas;3;2002T2;..
Dos personas;3;2002T1;..
Dos personas;4 y más;2025T4;..
Dos personas;4 y más;2025T3;..
Dos personas;4 y más;2025T2;..
Dos personas;4 y más;2025T1;..
Dos personas;4 y más;2024T4;..
Dos personas;4 y más;2024T3;..
Dos personas;4 y más;2024T2;..
Dos personas;4 y más;2024T1;..
Dos personas;4 y más;2023T4;..
Dos personas;4 y más;2023T3;..
Dos personas;4 y más;2023T2;..
Dos personas;4 y más;2023T1;..
Dos personas;4 y más;2022T4;..
Dos personas;4 y más;2022T3;..
Dos personas;4 y más;2022T2;..
Dos personas;4 y más;2022T1;..
Dos personas;4 y más;2021T4;..
Dos personas;4 y más;2021T3;..
Dos personas;4 y más;2021T2;..
Dos personas;4 y más;2021T1;..
Dos personas;4 y más;2020T4;..
Dos personas;4 y más;2020T3;..
Dos personas;4 y más;2020T2;..
Dos personas;4 y más;2020T1;..
Dos personas;4 y más;2019T4;..
Dos personas;4 y más;2019T3;..
Dos personas;4 y más;2019T2;..
Dos personas;4 y más;2019T1;..
Dos personas;4 y más;2018T4;..
