Número de parados en el hogar;Número de activos en el hogar;Periodo;Total
Ningún parado;0;2009T1;4.285,8
Ningún parado;0;2008T4;4.279
Ningún parado;0;2008T3;4.270
Ningún parado;0;2008T2;4.223
Ningún parado;0;2008T1;4.234,9
Ningún parado;0;2007T4;4.239,1
Ningún parado;0;2007T3;4.234,5
Ningún parado;0;2007T2;4.199,7
Ningún parado;0;2007T1;4.188,6
Ningún parado;0;2006T4;4.147,8
Ningún parado;0;2006T3;4.143,9
Ningún parado;0;2006T2;4.091,4
Ningún parado;0;2006T1;4.066,9
Ningún parado;0;2005T4;4.038,7
Ningún parado;0;2005T3;3.995,1
Ningún parado;0;2005T2;3.933,3
Ningún parado;0;2005T1;3.978,2
Ningún parado;0;2004T4;3.979,3
Ningún parado;0;2004T3;3.962,8
Ningún parado;0;2004T2;3.920,5
Ningún parado;0;2004T1;3.925,3
Ningún parado;0;2003T4;3.901,3
Ningún parado;0;2003T3;3.891,6
Ningún parado;0;2003T2;3.869,1
Ningún parado;0;2003T1;3.843,2
Ningún parado;0;2002T4;3.848,4
Ningún parado;0;2002T3;3.843,6
Ningún parado;0;2002T2;3.821,5
Ningún parado;0;2002T1;3.832,7
Ningún parado;1;2025T4;5.662,9
Ningún parado;1;2025T3;5.655,4
Ningún parado;1;2025T2;5.647,1
Ningún parado;1;2025T1;5.564,8
Ningún parado;1;2024T4;5.537,3
Ningún parado;1;2024T3;5.602
Ningún parado;1;2024T2;5.519,8
Ningún parado;1;2024T1;5.485,7
Ningún parado;1;2023T4;5.523,7
Ningún parado;1;2023T3;5.458,3
Ningún parado;1;2023T2;5.431,3
Ningún parado;1;2023T1;5.360,1
Ningún parado;1;2022T4;5.389,2
Ningún parado;1;2022T3;5.449,9
Ningún parado;1;2022T2;5.348,2
Ningún parado;1;2022T1;5.336,2
Ningún parado;1;2021T4;5.234,6
Ningún parado;1;2021T3;5.145,2
Ningún parado;1;2021T2;5.054,8
Ningún parado;1;2021T1;4.969,6
Ningún parado;1;2020T4;5.024,8
Ningún parado;1;2020T3;5.058,5
Ningún parado;1;2020T2;5.243,9
Ningún parado;1;2020T1;5.061,7
Ningún parado;1;2019T4;5.009,5
Ningún parado;1;2019T3;4.974,9
Ningún parado;1;2019T2;4.908,8
Ningún parado;1;2019T1;4.897
Ningún parado;1;2018T4;4.911,8
Ningún parado;1;2018T3;4.928,1
Ningún parado;1;2018T2;4.884,7
Ningún parado;1;2018T1;4.847,2
Ningún parado;1;2017T4;4.844
Ningún parado;1;2017T3;4.901
Ningún parado;1;2017T2;4.834
Ningún parado;1;2017T1;4.725
Ningún parado;1;2016T4;4.777,5
Ningún parado;1;2016T3;4.715,4
Ningún parado;1;2016T2;4.667,3
Ningún parado;1;2016T1;4.627,7
Ningún parado;1;2015T4;4.652,3
Ningún parado;1;2015T3;4.651,6
Ningún parado;1;2015T2;4.549,1
Ningún parado;1;2015T1;4.529,8
Ningún parado;1;2014T4;4.536,3
Ningún parado;1;2014T3;4.522,6
Ningún parado;1;2014T2;4.436,8
Ningún parado;1;2014T1;4.331,2
Ningún parado;1;2013T4;4.305,5
Ningún parado;1;2013T3;4.328,3
Ningún parado;1;2013T2;4.301,2
Ningún parado;1;2013T1;4.259,8
Ningún parado;1;2012T4;4.279
Ningún parado;1;2012T3;4.341,6
Ningún parado;1;2012T2;4.312,3
Ningún parado;1;2012T1;4.282,3
Ningún parado;1;2011T4;4.367,7
Ningún parado;1;2011T3;4.460,8
Ningún parado;1;2011T2;4.457,3
Ningún parado;1;2011T1;4.399,3
Ningún parado;1;2010T4;4.453,1
Ningún parado;1;2010T3;4.495,7
Ningún parado;1;2010T2;4.375,8
Ningún parado;1;2010T1;4.380,8
Ningún parado;1;2009T4;4.397,6
Ningún parado;1;2009T3;4.491,7
Ningún parado;1;2009T2;4.444,1
Ningún parado;1;2009T1;4.421,3
Ningún parado;1;2008T4;4.524,1
Ningún parado;1;2008T3;4.666,9
Ningún parado;1;2008T2;4.685,4
Ningún parado;1;2008T1;4.663,5
Ningún parado;1;2007T4;4.677,1
Ningún parado;1;2007T3;4.731
Ningún parado;1;2007T2;4.660,9
Ningún parado;1;2007T1;4.588
Ningún parado;1;2006T4;4.586,1
Ningún parado;1;2006T3;4.580,2
Ningún parado;1;2006T2;4.543,2
Ningún parado;1;2006T1;4.517,2
Ningún parado;1;2005T4;4.547,3
Ningún parado;1;2005T3;4.637
Ningún parado;1;2005T2;4.505
Ningún parado;1;2005T1;4.398,8
Ningún parado;1;2004T4;4.315
Ningún parado;1;2004T3;4.331,3
Ningún parado;1;2004T2;4.303
Ningún parado;1;2004T1;4.303,4
Ningún parado;1;2003T4;4.269,8
Ningún parado;1;2003T3;4.257,1
Ningún parado;1;2003T2;4.267,5
Ningún parado;1;2003T1;4.248,1
Ningún parado;1;2002T4;4.207,4
Ningún parado;1;2002T3;4.167,6
Ningún parado;1;2002T2;4.197
Ningún parado;1;2002T1;4.156,2
Ningún parado;2;2025T4;5.144,3
Ningún parado;2;2025T3;5.004,8
Ningún parado;2;2025T2;5.106,3
Ningún parado;2;2025T1;5.010,5
Ningún parado;2;2024T4;5.103,4
Ningún parado;2;2024T3;4.961,5
Ningún parado;2;2024T2;5.074,1
Ningún parado;2;2024T1;4.944,9
Ningún parado;2;2023T4;5.005,5
Ningún parado;2;2023T3;4.886,2
Ningún parado;2;2023T2;4.952
Ningún parado;2;2023T1;4.800,8
Ningún parado;2;2022T4;4.774,3
Ningún parado;2;2022T3;4.745,5
Ningún parado;2;2022T2;4.788,8
Ningún parado;2;2022T1;4.672,2
Ningún parado;2;2021T4;4.761,9
Ningún parado;2;2021T3;4.547,5
Ningún parado;2;2021T2;4.516,9
Ningún parado;2;2021T1;4.427,4
Ningún parado;2;2020T4;4.589,1
Ningún parado;2;2020T3;4.515,4
Ningún parado;2;2020T2;4.493
Ningún parado;2;2020T1;4.798,7
Ningún parado;2;2019T4;4.913,1
Ningún parado;2;2019T3;4.839,6
Ningún parado;2;2019T2;4.899,4
Ningún parado;2;2019T1;4.822,9
Ningún parado;2;2018T4;4.829,7
Ningún parado;2;2018T3;4.769,2
Ningún parado;2;2018T2;4.734,8
Ningún parado;2;2018T1;4.589,2
Ningún parado;2;2017T4;4.642,7
Ningún parado;2;2017T3;4.548,2
Ningún parado;2;2017T2;4.564,7
Ningún parado;2;2017T1;4.455,6
Ningún parado;2;2016T4;4.454,5
Ningún parado;2;2016T3;4.421,5
Ningún parado;2;2016T2;4.359,1
Ningún parado;2;2016T1;4.277,6
Ningún parado;2;2015T4;4.271,6
Ningún parado;2;2015T3;4.182,6
Ningún parado;2;2015T2;4.164,6
Ningún parado;2;2015T1;4.024,1
Ningún parado;2;2014T4;4.043
Ningún parado;2;2014T3;3.993,8
Ningún parado;2;2014T2;3.944,3
Ningún parado;2;2014T1;3.852,1
Ningún parado;2;2013T4;3.866,1
Ningún parado;2;2013T3;3.847,8
Ningún parado;2;2013T2;3.843,3
Ningún parado;2;2013T1;3.770,6
Ningún parado;2;2012T4;3.890,3
Ningún parado;2;2012T3;3.938,9
Ningún parado;2;2012T2;4.020,6
Ningún parado;2;2012T1;4.044,6
Ningún parado;2;2011T4;4.153,9
Ningún parado;2;2011T3;4.177,9
Ningún parado;2;2011T2;4.261,8
Ningún parado;2;2011T1;4.211,6
Ningún parado;2;2010T4;4.237,9
Ningún parado;2;2010T3;4.162,6
Ningún parado;2;2010T2;4.215,7
Ningún parado;2;2010T1;4.233,3
Ningún parado;2;2009T4;4.330,3
Ningún parado;2;2009T3;4.276
Ningún parado;2;2009T2;4.297,2
Ningún parado;2;2009T1;4.353,7
Ningún parado;2;2008T4;4.582,9
Ningún parado;2;2008T3;4.685,6
Ningún parado;2;2008T2;4.726,2
Ningún parado;2;2008T1;4.784,5
Ningún parado;2;2007T4;4.812
Ningún parado;2;2007T3;4.671,8
Ningún parado;2;2007T2;4.728,5
Ningún parado;2;2007T1;4.664,6
Ningún parado;2;2006T4;4.605,8
Ningún parado;2;2006T3;4.474,8
Ningún parado;2;2006T2;4.465,6
Ningún parado;2;2006T1;4.401,8
Ningún parado;2;2005T4;4.357,1
Ningún parado;2;2005T3;4.242,5
Ningún parado;2;2005T2;4.256,4
Ningún parado;2;2005T1;4.164,1
Ningún parado;2;2004T4;4.110,2
Ningún parado;2;2004T3;3.949,7
Ningún parado;2;2004T2;3.920,9
Ningún parado;2;2004T1;3.785,9
Ningún parado;2;2003T4;3.804
Ningún parado;2;2003T3;3.717,5
Ningún parado;2;2003T2;3.682,4
Ningún parado;2;2003T1;3.601,8
Ningún parado;2;2002T4;3.609,3
Ningún parado;2;2002T3;3.553,6
Ningún parado;2;2002T2;3.542,8
Ningún parado;2;2002T1;3.444,7
Ningún parado;3;2025T4;1.075,6
Ningún parado;3;2025T3;1.095
Ningún parado;3;2025T2;1.032,8
Ningún parado;3;2025T1;933,2
Ningún parado;3;2024T4;983,4
Ningún parado;3;2024T3;936,3
Ningún parado;3;2024T2;913,3
Ningún parado;3;2024T1;869,6
Ningún parado;3;2023T4;891,5
Ningún parado;3;2023T3;974,4
Ningún parado;3;2023T2;931,2
Ningún parado;3;2023T1;822,2
Ningún parado;3;2022T4;872,5
Ningún parado;3;2022T3;826,9
Ningún parado;3;2022T2;817,1
Ningún parado;3;2022T1;783,7
Ningún parado;3;2021T4;776,2
Ningún parado;3;2021T3;776
Ningún parado;3;2021T2;700
Ningún parado;3;2021T1;685,1
Ningún parado;3;2020T4;642,9
Ningún parado;3;2020T3;603,9
Ningún parado;3;2020T2;535,1
Ningún parado;3;2020T1;686,7
Ningún parado;3;2019T4;706,4
Ningún parado;3;2019T3;729,8
Ningún parado;3;2019T2;682,7
Ningún parado;3;2019T1;671,8
Ningún parado;3;2018T4;687,5
Ningún parado;3;2018T3;694,4
Ningún parado;3;2018T2;663,9
Ningún parado;3;2018T1;608,1
Ningún parado;3;2017T4;602
Ningún parado;3;2017T3;661,3
Ningún parado;3;2017T2;581,3
Ningún parado;3;2017T1;540
Ningún parado;3;2016T4;546,7
Ningún parado;3;2016T3;558,9
Ningún parado;3;2016T2;523,7
Ningún parado;3;2016T1;498
Ningún parado;3;2015T4;505
Ningún parado;3;2015T3;522,1
Ningún parado;3;2015T2;484,6
Ningún parado;3;2015T1;455,8
Ningún parado;3;2014T4;441,6
Ningún parado;3;2014T3;457,4
Ningún parado;3;2014T2;435
Ningún parado;3;2014T1;405,6
Ningún parado;3;2013T4;441,2
Ningún parado;3;2013T3;447,3
Ningún parado;3;2013T2;413,7
Ningún parado;3;2013T1;419,2
Ningún parado;3;2012T4;452,9
Ningún parado;3;2012T3;471,4
Ningún parado;3;2012T2;480,2
Ningún parado;3;2012T1;500,6
Ningún parado;3;2011T4;555,4
Ningún parado;3;2011T3;581,8
Ningún parado;3;2011T2;588,9
Ningún parado;3;2011T1;581,4
Ningún parado;3;2010T4;627,4
Ningún parado;3;2010T3;640,8
Ningún parado;3;2010T2;653,3
Ningún parado;3;2010T1;623,5
Ningún parado;3;2009T4;688,3
Ningún parado;3;2009T3;720,2
Ningún parado;3;2009T2;713,3
Ningún parado;3;2009T1;737
Ningún parado;3;2008T4;887,5
Ningún parado;3;2008T3;983,8
Ningún parado;3;2008T2;986,8
Ningún parado;3;2008T1;992,3
Ningún parado;3;2007T4;1.026,7
Ningún parado;3;2007T3;1.074,3
Ningún parado;3;2007T2;1.027,9
Ningún parado;3;2007T1;1.027,9
Ningún parado;3;2006T4;1.021,9
Ningún parado;3;2006T3;1.049,1
Ningún parado;3;2006T2;1.021,8
Ningún parado;3;2006T1;969,3
Ningún parado;3;2005T4;971,3
Ningún parado;3;2005T3;1.003
Ningún parado;3;2005T2;924,4
Ningún parado;3;2005T1;883
Ningún parado;3;2004T4;868,8
Ningún parado;3;2004T3;896,8
Ningún parado;3;2004T2;849,7
Ningún parado;3;2004T1;831,1
Ningún parado;3;2003T4;813,7
Ningún parado;3;2003T3;846,6
Ningún parado;3;2003T2;829,8
Ningún parado;3;2003T1;770,1
Ningún parado;3;2002T4;801,2
Ningún parado;3;2002T3;811,2
Ningún parado;3;2002T2;798,3
Ningún parado;3;2002T1;793,5
Ningún parado;4;2025T4;239,2
Ningún parado;4;2025T3;250,4
Ningún parado;4;2025T2;240,5
Ningún parado;4;2025T1;226,7
Ningún parado;4;2024T4;238,4
Ningún parado;4;2024T3;256,5
Ningún parado;4;2024T2;223,6
Ningún parado;4;2024T1;210,2
Ningún parado;4;2023T4;200,2
Ningún parado;4;2023T3;216,4
Ningún parado;4;2023T2;212,8
Ningún parado;4;2023T1;187,2
Ningún parado;4;2022T4;186,9
Ningún parado;4;2022T3;233,8
Ningún parado;4;2022T2;198,9
Ningún parado;4;2022T1;168,8
Ningún parado;4;2021T4;185,4
Ningún parado;4;2021T3;198,9
Ningún parado;4;2021T2;174,6
Ningún parado;4;2021T1;151,4
Ningún parado;4;2020T4;129,6
Ningún parado;4;2020T3;138,5
Ningún parado;4;2020T2;108,5
Ningún parado;4;2020T1;134,8
Ningún parado;4;2019T4;157,2
Ningún parado;4;2019T3;149,6
Ningún parado;4;2019T2;140,2
Ningún parado;4;2019T1;125
Ningún parado;4;2018T4;130,4
Ningún parado;4;2018T3;146,7
Ningún parado;4;2018T2;116,3
Ningún parado;4;2018T1;115,9
Ningún parado;4;2017T4;113,7
Ningún parado;4;2017T3;112,2
Ningún parado;4;2017T2;110,9
Ningún parado;4;2017T1;102,2
Ningún parado;4;2016T4;97,7
Ningún parado;4;2016T3;117,7
Ningún parado;4;2016T2;100,7
Ningún parado;4;2016T1;95,5
Ningún parado;4;2015T4;88,3
Ningún parado;4;2015T3;100,1
Ningún parado;4;2015T2;87,6
Ningún parado;4;2015T1;74
Ningún parado;4;2014T4;79,8
Ningún parado;4;2014T3;86,1
Ningún parado;4;2014T2;86,3
Ningún parado;4;2014T1;65,8
Ningún parado;4;2013T4;68,6
Ningún parado;4;2013T3;85,8
Ningún parado;4;2013T2;79,9
Ningún parado;4;2013T1;82,6
Ningún parado;4;2012T4;81,7
Ningún parado;4;2012T3;96,3
Ningún parado;4;2012T2;94,2
Ningún parado;4;2012T1;100,7
Ningún parado;4;2011T4;95
Ningún parado;4;2011T3;126,7
Ningún parado;4;2011T2;133,2
Ningún parado;4;2011T1;115,5
Ningún parado;4;2010T4;132
Ningún parado;4;2010T3;169,9
Ningún parado;4;2010T2;145,5
Ningún parado;4;2010T1;143,6
Ningún parado;4;2009T4;156,5
Ningún parado;4;2009T3;185
Ningún parado;4;2009T2;185,8
Ningún parado;4;2009T1;190,9
Ningún parado;4;2008T4;220,5
Ningún parado;4;2008T3;254
Ningún parado;4;2008T2;271,9
Ningún parado;4;2008T1;287
Ningún parado;4;2007T4;297,6
Ningún parado;4;2007T3;312,8
Ningún parado;4;2007T2;325,7
Ningún parado;4;2007T1;289,4
Ningún parado;4;2006T4;298
Ningún parado;4;2006T3;319,8
Ningún parado;4;2006T2;297,5
Ningún parado;4;2006T1;281,3
Ningún parado;4;2005T4;288,4
Ningún parado;4;2005T3;300,7
Ningún parado;4;2005T2;295,8
Ningún parado;4;2005T1;253,6
Ningún parado;4;2004T4;242,1
Ningún parado;4;2004T3;257,2
Ningún parado;4;2004T2;252,3
Ningún parado;4;2004T1;258,7
Ningún parado;4;2003T4;262,2
Ningún parado;4;2003T3;263,4
Ningún parado;4;2003T2;240,1
Ningún parado;4;2003T1;234,4
Ningún parado;4;2002T4;216,1
Ningún parado;4;2002T3;220
Ningún parado;4;2002T2;209,5
Ningún parado;4;2002T1;210,5
Ningún parado;5 y más;2025T4;44,3
Ningún parado;5 y más;2025T3;32,1
Ningún parado;5 y más;2025T2;45,3
Ningún parado;5 y más;2025T1;46,5
Ningún parado;5 y más;2024T4;41
Ningún parado;5 y más;2024T3;41,8
Ningún parado;5 y más;2024T2;35,2
Ningún parado;5 y más;2024T1;34,6
Ningún parado;5 y más;2023T4;32,7
Ningún parado;5 y más;2023T3;36,2
Ningún parado;5 y más;2023T2;27
Ningún parado;5 y más;2023T1;27,8
Ningún parado;5 y más;2022T4;26
Ningún parado;5 y más;2022T3;26,1
Ningún parado;5 y más;2022T2;39,1
Ningún parado;5 y más;2022T1;26,8
Ningún parado;5 y más;2021T4;31,5
Ningún parado;5 y más;2021T3;31,5
Ningún parado;5 y más;2021T2;30,6
Ningún parado;5 y más;2021T1;30,6
Ningún parado;5 y más;2020T4;15
Ningún parado;5 y más;2020T3;14,4
Ningún parado;5 y más;2020T2;4,6
Ningún parado;5 y más;2020T1;14,6
Ningún parado;5 y más;2019T4;12,4
Ningún parado;5 y más;2019T3;13,6
Ningún parado;5 y más;2019T2;15,1
Ningún parado;5 y más;2019T1;10
Ningún parado;5 y más;2018T4;10,9
Ningún parado;5 y más;2018T3;12,5
Ningún parado;5 y más;2018T2;12
Ningún parado;5 y más;2018T1;8,9
Ningún parado;5 y más;2017T4;12,6
Ningún parado;5 y más;2017T3;12,6
Ningún parado;5 y más;2017T2;10,2
Ningún parado;5 y más;2017T1;9,2
Ningún parado;5 y más;2016T4;7,2
Ningún parado;5 y más;2016T3;9,5
Ningún parado;5 y más;2016T2;11,4
Ningún parado;5 y más;2016T1;11,6
Ningún parado;5 y más;2015T4;13,2
Ningún parado;5 y más;2015T3;9,6
Ningún parado;5 y más;2015T2;7,8
Ningún parado;5 y más;2015T1;7,7
Ningún parado;5 y más;2014T4;9,3
Ningún parado;5 y más;2014T3;13,1
Ningún parado;5 y más;2014T2;5,2
Ningún parado;5 y más;2014T1;4,8
Ningún parado;5 y más;2013T4;6
Ningún parado;5 y más;2013T3;10,2
Ningún parado;5 y más;2013T2;8,2
Ningún parado;5 y más;2013T1;6
Ningún parado;5 y más;2012T4;8,3
Ningún parado;5 y más;2012T3;12,7
Ningún parado;5 y más;2012T2;12,3
Ningún parado;5 y más;2012T1;10,8
Ningún parado;5 y más;2011T4;13,5
Ningún parado;5 y más;2011T3;15,8
Ningún parado;5 y más;2011T2;15,6
Ningún parado;5 y más;2011T1;24,5
Ningún parado;5 y más;2010T4;20,9
Ningún parado;5 y más;2010T3;31,3
Ningún parado;5 y más;2010T2;23,4
Ningún parado;5 y más;2010T1;23,9
Ningún parado;5 y más;2009T4;18,4
Ningún parado;5 y más;2009T3;23,9
Ningún parado;5 y más;2009T2;25,4
Ningún parado;5 y más;2009T1;29,3
Ningún parado;5 y más;2008T4;30,4
Ningún parado;5 y más;2008T3;38,7
Ningún parado;5 y más;2008T2;39,7
Ningún parado;5 y más;2008T1;38,6
Ningún parado;5 y más;2007T4;53,7
Ningún parado;5 y más;2007T3;72,5
Ningún parado;5 y más;2007T2;50,5
Ningún parado;5 y más;2007T1;53,8
Ningún parado;5 y más;2006T4;57,7
Ningún parado;5 y más;2006T3;59,4
Ningún parado;5 y más;2006T2;63,4
Ningún parado;5 y más;2006T1;51,7
Ningún parado;5 y más;2005T4;60,4
Ningún parado;5 y más;2005T3;59
Ningún parado;5 y más;2005T2;46,7
Ningún parado;5 y más;2005T1;48,8
Ningún parado;5 y más;2004T4;53,5
Ningún parado;5 y más;2004T3;55
Ningún parado;5 y más;2004T2;47,1
Ningún parado;5 y más;2004T1;44
Ningún parado;5 y más;2003T4;48,7
Ningún parado;5 y más;2003T3;56,2
Ningún parado;5 y más;2003T2;56,6
Ningún parado;5 y más;2003T1;51,7
Ningún parado;5 y más;2002T4;46,5
Ningún parado;5 y más;2002T3;57,9
Ningún parado;5 y más;2002T2;54,9
Ningún parado;5 y más;2002T1;45,9
Un parado;Total;2025T4;1.975,4
Un parado;Total;2025T3;2.008,7
Un parado;Total;2025T2;1.929,1
Un parado;Total;2025T1;2.100,9
Un parado;Total;2024T4;1.957,4
Un parado;Total;2024T3;2.083,8
Un parado;Total;2024T2;2.067,7
Un parado;Total;2024T1;2.200,2
Un parado;Total;2023T4;2.156,3
Un parado;Total;2023T3;2.138,8
Un parado;Total;2023T2;2.108,1
Un parado;Total;2023T1;2.328,6
Un parado;Total;2022T4;2.249,6
Un parado;Total;2022T3;2.196,5
Un parado;Total;2022T2;2.191,8
Un parado;Total;2022T1;2.321,7
Un parado;Total;2021T4;2.273,6
Un parado;Total;2021T3;2.413,4
Un parado;Total;2021T2;2.518,8
Un parado;Total;2021T1;2.601
Un parado;Total;2020T4;2.609,5
Un parado;Total;2020T3;2.611,8
Un parado;Total;2020T2;2.428,3
Un parado;Total;2020T1;2.417
Un parado;Total;2019T4;2.329,5
Un parado;Total;2019T3;2.308,1
Un parado;Total;2019T2;2.365,1
Un parado;Total;2019T1;2.426,3
Un parado;Total;2018T4;2.415,8
Un parado;Total;2018T3;2.383,5
Un parado;Total;2018T2;2.505,9
Un parado;Total;2018T1;2.660,8
Un parado;Total;2017T4;2.601,2
Un parado;Total;2017T3;2.608,9
Un parado;Total;2017T2;2.739,3
Un parado;Total;2017T1;2.903,4
Un parado;Total;2016T4;2.898,5
Un parado;Total;2016T3;2.913,3
Un parado;Total;2016T2;3.038
Un parado;Total;2016T1;3.163,6
Un parado;Total;2015T4;3.093,8
Un parado;Total;2015T3;3.127,9
Un parado;Total;2015T2;3.254,9
Un parado;Total;2015T1;3.408,6
Un parado;Total;2014T4;3.396,4
Un parado;Total;2014T3;3.361,2
Un parado;Total;2014T2;3.511,7
Un parado;Total;2014T1;3.651,2
Un parado;Total;2013T4;3.635,4
Un parado;Total;2013T3;3.550,6
Un parado;Total;2013T2;3.641,7
Un parado;Total;2013T1;3.721,3
Un parado;Total;2012T4;3.600
Un parado;Total;2012T3;3.508,9
Un parado;Total;2012T2;3.505,8
Un parado;Total;2012T1;3.445
Un parado;Total;2011T4;3.286
Un parado;Total;2011T3;3.104,5
Un parado;Total;2011T2;3.038,7
Un parado;Total;2011T1;3.075,3
Un parado;Total;2010T4;2.973,6
Un parado;Total;2010T3;2.941,4
Un parado;Total;2010T2;2.985,3
Un parado;Total;2010T1;2.910,2
Un parado;Total;2009T4;2.752,8
Un parado;Total;2009T3;2.666,4
Un parado;Total;2009T2;2.723,5
Un parado;Total;2009T1;2.634,2
Un parado;Total;2008T4;2.246,3
Un parado;Total;2008T3;1.893,2
Un parado;Total;2008T2;1.820,6
Un parado;Total;2008T1;1.684,5
Un parado;Total;2007T4;1.524
Un parado;Total;2007T3;1.425,4
Un parado;Total;2007T2;1.425,1
Un parado;Total;2007T1;1.468,8
Un parado;Total;2006T4;1.464,8
Un parado;Total;2006T3;1.452
Un parado;Total;2006T2;1.463,4
Un parado;Total;2006T1;1.543,1
Un parado;Total;2005T4;1.485
Un parado;Total;2005T3;1.391,9
Un parado;Total;2005T2;1.545,5
Un parado;Total;2005T1;1.644,4
Un parado;Total;2004T4;1.695,9
Un parado;Total;2004T3;1.677,1
Un parado;Total;2004T2;1.731,8
Un parado;Total;2004T1;1.771,7
Un parado;Total;2003T4;1.724,9
Un parado;Total;2003T3;1.680,9
Un parado;Total;2003T2;1.686,5
Un parado;Total;2003T1;1.755,1
Un parado;Total;2002T4;1.683
Un parado;Total;2002T3;1.635,5
Un parado;Total;2002T2;1.572,1
Un parado;Total;2002T1;1.583,8
Un parado;0;2025T4;..
Un parado;0;2025T3;..
Un parado;0;2025T2;..
Un parado;0;2025T1;..
Un parado;0;2024T4;..
Un parado;0;2024T3;..
Un parado;0;2024T2;..
Un parado;0;2024T1;..
Un parado;0;2023T4;..
Un parado;0;2023T3;..
Un parado;0;2023T2;..
Un parado;0;2023T1;..
Un parado;0;2022T4;..
Un parado;0;2022T3;..
Un parado;0;2022T2;..
Un parado;0;2022T1;..
Un parado;0;2021T4;..
Un parado;0;2021T3;..
Un parado;0;2021T2;..
Un parado;0;2021T1;..
Un parado;0;2020T4;..
Un parado;0;2020T3;..
Un parado;0;2020T2;..
Un parado;0;2020T1;..
Un parado;0;2019T4;..
Un parado;0;2019T3;..
Un parado;0;2019T2;..
Un parado;0;2019T1;..
Un parado;0;2018T4;..
Un parado;0;2018T3;..
Un parado;0;2018T2;..
Un parado;0;2018T1;..
Un parado;0;2017T4;..
Un parado;0;2017T3;..
Un parado;0;2017T2;..
Un parado;0;2017T1;..
Un parado;0;2016T4;..
Un parado;0;2016T3;..
Un parado;0;2016T2;..
Un parado;0;2016T1;..
Un parado;0;2015T4;..
Un parado;0;2015T3;..
Un parado;0;2015T2;..
Un parado;0;2015T1;..
Un parado;0;2014T4;..
Un parado;0;2014T3;..
Un parado;0;2014T2;..
Un parado;0;2014T1;..
Un parado;0;2013T4;..
Un parado;0;2013T3;..
Un parado;0;2013T2;..
Un parado;0;2013T1;..
Un parado;0;2012T4;..
Un parado;0;2012T3;..
Un parado;0;2012T2;..
Un parado;0;2012T1;..
Un parado;0;2011T4;..
Un parado;0;2011T3;..
Un parado;0;2011T2;..
Un parado;0;2011T1;..
Un parado;0;2010T4;..
Un parado;0;2010T3;..
Un parado;0;2010T2;..
Un parado;0;2010T1;..
Un parado;0;2009T4;..
Un parado;0;2009T3;..
Un parado;0;2009T2;..
Un parado;0;2009T1;..
Un parado;0;2008T4;..
Un parado;0;2008T3;..
Un parado;0;2008T2;..
Un parado;0;2008T1;..
Un parado;0;2007T4;..
Un parado;0;2007T3;..
Un parado;0;2007T2;..
Un parado;0;2007T1;..
Un parado;0;2006T4;..
Un parado;0;2006T3;..
Un parado;0;2006T2;..
Un parado;0;2006T1;..
Un parado;0;2005T4;..
Un parado;0;2005T3;..
Un parado;0;2005T2;..
Un parado;0;2005T1;..
Un parado;0;2004T4;..
Un parado;0;2004T3;..
Un parado;0;2004T2;..
Un parado;0;2004T1;..
Un parado;0;2003T4;..
Un parado;0;2003T3;..
Un parado;0;2003T2;..
Un parado;0;2003T1;..
Un parado;0;2002T4;..
Un parado;0;2002T3;..
Un parado;0;2002T2;..
Un parado;0;2002T1;..
Un parado;1;2025T4;653
Un parado;1;2025T3;651,5
Un parado;1;2025T2;644,8
Un parado;1;2025T1;709,1
Un parado;1;2024T4;676
Un parado;1;2024T3;705
Un parado;1;2024T2;716,2
Un parado;1;2024T1;779,6
Un parado;1;2023T4;753,4
Un parado;1;2023T3;741,8
Un parado;1;2023T2;750,3
Un parado;1;2023T1;844,2
Un parado;1;2022T4;843,7
Un parado;1;2022T3;775,3
Un parado;1;2022T2;803,8
Un parado;1;2022T1;818,1
Un parado;1;2021T4;800
Un parado;1;2021T3;849,9
Un parado;1;2021T2;878,4
Un parado;1;2021T1;927,3
Un parado;1;2020T4;901,4
Un parado;1;2020T3;886,7
Un parado;1;2020T2;891,4
Un parado;1;2020T1;833,8
Un parado;1;2019T4;783,4
Un parado;1;2019T3;775,4
Un parado;1;2019T2;768,1
Un parado;1;2019T1;840,1
Un parado;1;2018T4;819,3
Un parado;1;2018T3;831,3
Un parado;1;2018T2;847,6
Un parado;1;2018T1;931,5
Un parado;1;2017T4;895,6
Un parado;1;2017T3;905,4
Un parado;1;2017T2;956,8
Un parado;1;2017T1;1.022,5
Un parado;1;2016T4;1.021,5
Un parado;1;2016T3;1.053,6
Un parado;1;2016T2;1.063,2
Un parado;1;2016T1;1.139
Un parado;1;2015T4;1.083
Un parado;1;2015T3;1.107,1
Un parado;1;2015T2;1.113,3
Un parado;1;2015T1;1.198,1
Un parado;1;2014T4;1.190,5
Un parado;1;2014T3;1.207,6
Un parado;1;2014T2;1.247,3
Un parado;1;2014T1;1.336,1
Un parado;1;2013T4;1.290,3
Un parado;1;2013T3;1.245,6
Un parado;1;2013T2;1.242,7
Un parado;1;2013T1;1.305,4
Un parado;1;2012T4;1.239,9
Un parado;1;2012T3;1.189,4
Un parado;1;2012T2;1.187,3
Un parado;1;2012T1;1.173,8
Un parado;1;2011T4;1.080,6
Un parado;1;2011T3;988,4
Un parado;1;2011T2;939,9
Un parado;1;2011T1;930,8
Un parado;1;2010T4;904,2
