Sexo;Ocupación CNO-11;Situación profesional;Periodo;Total
Ambos sexos;Total;Asalariado sector público;2023T3;3.516,2
Ambos sexos;Total;Asalariado sector público;2023T2;3.503,9
Ambos sexos;Total;Asalariado sector público;2023T1;3.495
Ambos sexos;Total;Asalariado sector público;2022T4;3.497,2
Ambos sexos;Total;Asalariado sector público;2022T3;3.487,8
Ambos sexos;Total;Asalariado sector público;2022T2;3.431,9
Ambos sexos;Total;Asalariado sector público;2022T1;3.450,2
Ambos sexos;Total;Asalariado sector público;2021T4;3.457,5
Ambos sexos;Total;Asalariado sector público;2021T3;3.458,9
Ambos sexos;Total;Asalariado sector público;2021T2;3.409
Ambos sexos;Total;Asalariado sector público;2021T1;3.369,7
Ambos sexos;Total;Asalariado sector público;2020T4;3.379,1
Ambos sexos;Total;Asalariado sector público;2020T3;3.337,1
Ambos sexos;Total;Asalariado sector público;2020T2;3.225,9
Ambos sexos;Total;Asalariado sector público;2020T1;3.248
Ambos sexos;Total;Asalariado sector público;2019T4;3.253,3
Ambos sexos;Total;Asalariado sector público;2019T3;3.228,7
Ambos sexos;Total;Asalariado sector público;2019T2;3.194,5
Ambos sexos;Total;Asalariado sector público;2019T1;3.213,6
Ambos sexos;Total;Asalariado sector público;2018T4;3.211
Ambos sexos;Total;Asalariado sector público;2018T3;3.167,5
Ambos sexos;Total;Asalariado sector público;2018T2;3.117,8
Ambos sexos;Total;Asalariado sector público;2018T1;3.105,8
Ambos sexos;Total;Asalariado sector público;2017T4;3.074,7
Ambos sexos;Total;Asalariado sector público;2017T3;3.062,1
Ambos sexos;Total;Asalariado sector público;2017T2;3.003,8
Ambos sexos;Total;Asalariado sector público;2017T1;2.973,8
Ambos sexos;Total;Asalariado sector público;2016T4;2.986,1
Ambos sexos;Total;Asalariado sector público;2016T3;3.003,9
Ambos sexos;Total;Asalariado sector público;2016T2;2.995
Ambos sexos;Total;Asalariado sector público;2016T1;3.018,3
Ambos sexos;Total;Asalariado sector público;2015T4;3.000,7
Ambos sexos;Total;Asalariado sector público;2015T3;2.986,4
Ambos sexos;Total;Asalariado sector público;2015T2;2.956,3
Ambos sexos;Total;Asalariado sector público;2015T1;2.956,7
Ambos sexos;Total;Asalariado sector público;2014T4;2.927,5
Ambos sexos;Total;Asalariado sector público;2014T3;2.925,6
Ambos sexos;Total;Asalariado sector público;2014T2;2.929,5
Ambos sexos;Total;Asalariado sector público;2014T1;2.920,5
Ambos sexos;Total;Asalariado sector público;2013T4;2.909,4
Ambos sexos;Total;Asalariado sector público;2013T3;2.943,2
Ambos sexos;Total;Asalariado sector público;2013T2;2.945
Ambos sexos;Total;Asalariado sector público;2013T1;2.951,7
Ambos sexos;Total;Asalariado sector público;2012T4;3.021,1
Ambos sexos;Total;Asalariado sector público;2012T3;3.087,3
Ambos sexos;Total;Asalariado sector público;2012T2;3.140,5
Ambos sexos;Total;Asalariado sector público;2012T1;3.200,5
Ambos sexos;Total;Asalariado sector público;2011T4;3.234,7
Ambos sexos;Total;Asalariado sector público;2011T3;3.306,6
Ambos sexos;Total;Asalariado sector público;2011T2;3.299,3
Ambos sexos;Total;Asalariado sector público;2011T1;3.267,5
Ambos sexos;Total;Asalariado sector privado;2025T4;15.517,8
Ambos sexos;Total;Asalariado sector privado;2025T3;15.575,1
Ambos sexos;Total;Asalariado sector privado;2025T2;15.456,7
Ambos sexos;Total;Asalariado sector privado;2025T1;15.000,2
Ambos sexos;Total;Asalariado sector privado;2024T4;14.998
Ambos sexos;Total;Asalariado sector privado;2024T3;15.124,2
Ambos sexos;Total;Asalariado sector privado;2024T2;14.883,1
Ambos sexos;Total;Asalariado sector privado;2024T1;14.512,9
Ambos sexos;Total;Asalariado sector privado;2023T4;14.557
Ambos sexos;Total;Asalariado sector privado;2023T3;14.733,6
Ambos sexos;Total;Asalariado sector privado;2023T2;14.494,9
Ambos sexos;Total;Asalariado sector privado;2023T1;13.974,6
Ambos sexos;Total;Asalariado sector privado;2022T4;13.996,9
Ambos sexos;Total;Asalariado sector privado;2022T3;14.071,2
Ambos sexos;Total;Asalariado sector privado;2022T2;13.974,6
Ambos sexos;Total;Asalariado sector privado;2022T1;13.567,7
Ambos sexos;Total;Asalariado sector privado;2021T4;13.580,6
Ambos sexos;Total;Asalariado sector privado;2021T3;13.499,9
Ambos sexos;Total;Asalariado sector privado;2021T2;13.118,5
Ambos sexos;Total;Asalariado sector privado;2021T1;12.748,9
Ambos sexos;Total;Asalariado sector privado;2020T4;12.862,4
Ambos sexos;Total;Asalariado sector privado;2020T3;12.770,9
Ambos sexos;Total;Asalariado sector privado;2020T2;12.300,9
Ambos sexos;Total;Asalariado sector privado;2020T1;13.312,2
Ambos sexos;Total;Asalariado sector privado;2019T4;13.592,8
Ambos sexos;Total;Asalariado sector privado;2019T3;13.561,3
Ambos sexos;Total;Asalariado sector privado;2019T2;13.493,8
Ambos sexos;Total;Asalariado sector privado;2019T1;13.144,1
Ambos sexos;Total;Asalariado sector privado;2018T4;13.242,6
Ambos sexos;Total;Asalariado sector privado;2018T3;13.266
Ambos sexos;Total;Asalariado sector privado;2018T2;13.139,5
Ambos sexos;Total;Asalariado sector privado;2018T1;12.686,5
Ambos sexos;Total;Asalariado sector privado;2017T4;12.847,8
Ambos sexos;Total;Asalariado sector privado;2017T3;12.844,6
Ambos sexos;Total;Asalariado sector privado;2017T2;12.686,5
Ambos sexos;Total;Asalariado sector privado;2017T1;12.366,9
Ambos sexos;Total;Asalariado sector privado;2016T4;12.399,3
Ambos sexos;Total;Asalariado sector privado;2016T3;12.400,7
Ambos sexos;Total;Asalariado sector privado;2016T2;12.192,7
Ambos sexos;Total;Asalariado sector privado;2016T1;11.916,9
Ambos sexos;Total;Asalariado sector privado;2015T4;11.988,1
Ambos sexos;Total;Asalariado sector privado;2015T3;11.962,5
Ambos sexos;Total;Asalariado sector privado;2015T2;11.806
Ambos sexos;Total;Asalariado sector privado;2015T1;11.437,2
Ambos sexos;Total;Asalariado sector privado;2014T4;11.555,5
Ambos sexos;Total;Asalariado sector privado;2014T3;11.487,6
Ambos sexos;Total;Asalariado sector privado;2014T2;11.388
Ambos sexos;Total;Asalariado sector privado;2014T1;11.008,9
Ambos sexos;Total;Asalariado sector privado;2013T4;11.184
Ambos sexos;Total;Asalariado sector privado;2013T3;11.180,6
Ambos sexos;Total;Asalariado sector privado;2013T2;11.127,1
Ambos sexos;Total;Asalariado sector privado;2013T1;11.035,3
Ambos sexos;Total;Asalariado sector privado;2012T4;11.267,6
Ambos sexos;Total;Asalariado sector privado;2012T3;11.473,6
Ambos sexos;Total;Asalariado sector privado;2012T2;11.579,8
Ambos sexos;Total;Asalariado sector privado;2012T1;11.523,2
Ambos sexos;Total;Asalariado sector privado;2011T4;11.915,8
Ambos sexos;Total;Asalariado sector privado;2011T3;12.172,7
Ambos sexos;Total;Asalariado sector privado;2011T2;12.280,2
Ambos sexos;Total;Asalariado sector privado;2011T1;12.099,9
Ambos sexos;Total;Otra situación;2025T4;9,2
Ambos sexos;Total;Otra situación;2025T3;6,7
Ambos sexos;Total;Otra situación;2025T2;7,1
Ambos sexos;Total;Otra situación;2025T1;6,6
Ambos sexos;Total;Otra situación;2024T4;10,6
Ambos sexos;Total;Otra situación;2024T3;7,8
Ambos sexos;Total;Otra situación;2024T2;5,7
Ambos sexos;Total;Otra situación;2024T1;6,5
Ambos sexos;Total;Otra situación;2023T4;6,6
Ambos sexos;Total;Otra situación;2023T3;10
Ambos sexos;Total;Otra situación;2023T2;6,8
Ambos sexos;Total;Otra situación;2023T1;4,8
Ambos sexos;Total;Otra situación;2022T4;5,4
Ambos sexos;Total;Otra situación;2022T3;21,3
Ambos sexos;Total;Otra situación;2022T2;12,8
Ambos sexos;Total;Otra situación;2022T1;14,8
Ambos sexos;Total;Otra situación;2021T4;14,2
Ambos sexos;Total;Otra situación;2021T3;13,3
Ambos sexos;Total;Otra situación;2021T2;12,2
Ambos sexos;Total;Otra situación;2021T1;23
Ambos sexos;Total;Otra situación;2020T4;10,5
Ambos sexos;Total;Otra situación;2020T3;5,5
Ambos sexos;Total;Otra situación;2020T2;6,7
Ambos sexos;Total;Otra situación;2020T1;11,3
Ambos sexos;Total;Otra situación;2019T4;8,7
Ambos sexos;Total;Otra situación;2019T3;6,7
Ambos sexos;Total;Otra situación;2019T2;8,3
Ambos sexos;Total;Otra situación;2019T1;7,2
Ambos sexos;Total;Otra situación;2018T4;6,4
Ambos sexos;Total;Otra situación;2018T3;7,9
Ambos sexos;Total;Otra situación;2018T2;7,5
Ambos sexos;Total;Otra situación;2018T1;6,2
Ambos sexos;Total;Otra situación;2017T4;6
Ambos sexos;Total;Otra situación;2017T3;6,4
Ambos sexos;Total;Otra situación;2017T2;7,9
Ambos sexos;Total;Otra situación;2017T1;6,1
Ambos sexos;Total;Otra situación;2016T4;7,5
Ambos sexos;Total;Otra situación;2016T3;6
Ambos sexos;Total;Otra situación;2016T2;7,2
Ambos sexos;Total;Otra situación;2016T1;4,1
Ambos sexos;Total;Otra situación;2015T4;4,1
Ambos sexos;Total;Otra situación;2015T3;5,4
Ambos sexos;Total;Otra situación;2015T2;5,1
Ambos sexos;Total;Otra situación;2015T1;5,9
Ambos sexos;Total;Otra situación;2014T4;8
Ambos sexos;Total;Otra situación;2014T3;5,6
Ambos sexos;Total;Otra situación;2014T2;8,8
Ambos sexos;Total;Otra situación;2014T1;6,8
Ambos sexos;Total;Otra situación;2013T4;7,2
Ambos sexos;Total;Otra situación;2013T3;10,3
Ambos sexos;Total;Otra situación;2013T2;9,5
Ambos sexos;Total;Otra situación;2013T1;9,8
Ambos sexos;Total;Otra situación;2012T4;9,9
Ambos sexos;Total;Otra situación;2012T3;8,9
Ambos sexos;Total;Otra situación;2012T2;7,3
Ambos sexos;Total;Otra situación;2012T1;6,8
Ambos sexos;Total;Otra situación;2011T4;9,1
Ambos sexos;Total;Otra situación;2011T3;7,4
Ambos sexos;Total;Otra situación;2011T2;8,2
Ambos sexos;Total;Otra situación;2011T1;6,2
Ambos sexos;1 Directores y gerentes;Total;2025T4;939,8
Ambos sexos;1 Directores y gerentes;Total;2025T3;949,8
Ambos sexos;1 Directores y gerentes;Total;2025T2;970,5
Ambos sexos;1 Directores y gerentes;Total;2025T1;908,9
Ambos sexos;1 Directores y gerentes;Total;2024T4;905,3
Ambos sexos;1 Directores y gerentes;Total;2024T3;861
Ambos sexos;1 Directores y gerentes;Total;2024T2;861
Ambos sexos;1 Directores y gerentes;Total;2024T1;831,6
Ambos sexos;1 Directores y gerentes;Total;2023T4;857,6
Ambos sexos;1 Directores y gerentes;Total;2023T3;884,5
Ambos sexos;1 Directores y gerentes;Total;2023T2;870,6
Ambos sexos;1 Directores y gerentes;Total;2023T1;871,5
Ambos sexos;1 Directores y gerentes;Total;2022T4;875,6
Ambos sexos;1 Directores y gerentes;Total;2022T3;920
Ambos sexos;1 Directores y gerentes;Total;2022T2;905,5
Ambos sexos;1 Directores y gerentes;Total;2022T1;875,1
Ambos sexos;1 Directores y gerentes;Total;2021T4;844
Ambos sexos;1 Directores y gerentes;Total;2021T3;843
Ambos sexos;1 Directores y gerentes;Total;2021T2;812,6
Ambos sexos;1 Directores y gerentes;Total;2021T1;772,5
Ambos sexos;1 Directores y gerentes;Total;2020T4;760,7
Ambos sexos;1 Directores y gerentes;Total;2020T3;784,3
Ambos sexos;1 Directores y gerentes;Total;2020T2;753
Ambos sexos;1 Directores y gerentes;Total;2020T1;749,4
Ambos sexos;1 Directores y gerentes;Total;2019T4;768,8
Ambos sexos;1 Directores y gerentes;Total;2019T3;784,2
Ambos sexos;1 Directores y gerentes;Total;2019T2;784,3
Ambos sexos;1 Directores y gerentes;Total;2019T1;787,9
Ambos sexos;1 Directores y gerentes;Total;2018T4;807,1
Ambos sexos;1 Directores y gerentes;Total;2018T3;812,2
Ambos sexos;1 Directores y gerentes;Total;2018T2;799,9
Ambos sexos;1 Directores y gerentes;Total;2018T1;778,9
Ambos sexos;1 Directores y gerentes;Total;2017T4;760,1
Ambos sexos;1 Directores y gerentes;Total;2017T3;782,9
Ambos sexos;1 Directores y gerentes;Total;2017T2;789,9
Ambos sexos;1 Directores y gerentes;Total;2017T1;755,1
Ambos sexos;1 Directores y gerentes;Total;2016T4;753,8
Ambos sexos;1 Directores y gerentes;Total;2016T3;745,6
Ambos sexos;1 Directores y gerentes;Total;2016T2;744,6
Ambos sexos;1 Directores y gerentes;Total;2016T1;757
Ambos sexos;1 Directores y gerentes;Total;2015T4;764,4
Ambos sexos;1 Directores y gerentes;Total;2015T3;775,4
Ambos sexos;1 Directores y gerentes;Total;2015T2;783,4
Ambos sexos;1 Directores y gerentes;Total;2015T1;770,1
Ambos sexos;1 Directores y gerentes;Total;2014T4;779,4
Ambos sexos;1 Directores y gerentes;Total;2014T3;782,2
Ambos sexos;1 Directores y gerentes;Total;2014T2;770,1
Ambos sexos;1 Directores y gerentes;Total;2014T1;780,5
Ambos sexos;1 Directores y gerentes;Total;2013T4;780,5
Ambos sexos;1 Directores y gerentes;Total;2013T3;796,8
Ambos sexos;1 Directores y gerentes;Total;2013T2;804,8
Ambos sexos;1 Directores y gerentes;Total;2013T1;827
Ambos sexos;1 Directores y gerentes;Total;2012T4;841,9
Ambos sexos;1 Directores y gerentes;Total;2012T3;860
Ambos sexos;1 Directores y gerentes;Total;2012T2;881,9
Ambos sexos;1 Directores y gerentes;Total;2012T1;873,9
Ambos sexos;1 Directores y gerentes;Total;2011T4;917,2
Ambos sexos;1 Directores y gerentes;Total;2011T3;904,6
Ambos sexos;1 Directores y gerentes;Total;2011T2;932,7
Ambos sexos;1 Directores y gerentes;Total;2011T1;902,6
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2025T4;374
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2025T3;392,6
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2025T2;410,1
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2025T1;376,3
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2024T4;380,1
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2024T3;366,5
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2024T2;370,1
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2024T1;362,8
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2023T4;382,7
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2023T3;397,3
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2023T2;395,1
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2023T1;389,4
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2022T4;382,3
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2022T3;409,4
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2022T2;400,3
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2022T1;400,1
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2021T4;389,4
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2021T3;387,4
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2021T2;358
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2021T1;318,9
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2020T4;336,2
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2020T3;357,8
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2020T2;365,4
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2020T1;364,7
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2019T4;372,5
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2019T3;374,9
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2019T2;356,6
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2019T1;375,9
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2018T4;394,9
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2018T3;400,4
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2018T2;385,4
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2018T1;370,8
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2017T4;366,4
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2017T3;375,8
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2017T2;386,1
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2017T1;370,6
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2016T4;368,9
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2016T3;378,5
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2016T2;383,9
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2016T1;389,8
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2015T4;393,1
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2015T3;399,2
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2015T2;393,8
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2015T1;372,6
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2014T4;372,8
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2014T3;369,9
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2014T2;368
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2014T1;379,3
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2013T4;385,2
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2013T3;386
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2013T2;397,5
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2013T1;393,5
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2012T4;412,1
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2012T3;419,8
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2012T2;428,2
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2012T1;435,8
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2011T4;450,4
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2011T3;465,3
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2011T2;482,8
Ambos sexos;1 Directores y gerentes;Trabajador por cuenta propia;2011T1;470,4
Ambos sexos;1 Directores y gerentes;Empleador;2025T4;282,3
Ambos sexos;1 Directores y gerentes;Empleador;2025T3;278,5
Ambos sexos;1 Directores y gerentes;Empleador;2025T2;300,3
Ambos sexos;1 Directores y gerentes;Empleador;2025T1;271,8
Ambos sexos;1 Directores y gerentes;Empleador;2024T4;284,8
Ambos sexos;1 Directores y gerentes;Empleador;2024T3;271,1
Ambos sexos;1 Directores y gerentes;Empleador;2024T2;279,8
Ambos sexos;1 Directores y gerentes;Empleador;2024T1;270,6
Ambos sexos;1 Directores y gerentes;Empleador;2023T4;292,7
Ambos sexos;1 Directores y gerentes;Empleador;2023T3;297
Ambos sexos;1 Directores y gerentes;Empleador;2023T2;293,5
Ambos sexos;1 Directores y gerentes;Empleador;2023T1;296,4
Ambos sexos;1 Directores y gerentes;Empleador;2022T4;289,8
Ambos sexos;1 Directores y gerentes;Empleador;2022T3;302,7
Ambos sexos;1 Directores y gerentes;Empleador;2022T2;302,6
Ambos sexos;1 Directores y gerentes;Empleador;2022T1;295,1
Ambos sexos;1 Directores y gerentes;Empleador;2021T4;293,4
Ambos sexos;1 Directores y gerentes;Empleador;2021T3;301,5
Ambos sexos;1 Directores y gerentes;Empleador;2021T2;272
Ambos sexos;1 Directores y gerentes;Empleador;2021T1;237,4
Ambos sexos;1 Directores y gerentes;Empleador;2020T4;242,9
Ambos sexos;1 Directores y gerentes;Empleador;2020T3;264,5
Ambos sexos;1 Directores y gerentes;Empleador;2020T2;261,4
Ambos sexos;1 Directores y gerentes;Empleador;2020T1;270,4
Ambos sexos;1 Directores y gerentes;Empleador;2019T4;289,1
Ambos sexos;1 Directores y gerentes;Empleador;2019T3;286,5
Ambos sexos;1 Directores y gerentes;Empleador;2019T2;262,8
Ambos sexos;1 Directores y gerentes;Empleador;2019T1;285
Ambos sexos;1 Directores y gerentes;Empleador;2018T4;290,4
Ambos sexos;1 Directores y gerentes;Empleador;2018T3;309,1
Ambos sexos;1 Directores y gerentes;Empleador;2018T2;290
Ambos sexos;1 Directores y gerentes;Empleador;2018T1;274,6
Ambos sexos;1 Directores y gerentes;Empleador;2017T4;286
Ambos sexos;1 Directores y gerentes;Empleador;2017T3;288,3
Ambos sexos;1 Directores y gerentes;Empleador;2017T2;292
Ambos sexos;1 Directores y gerentes;Empleador;2017T1;275,7
Ambos sexos;1 Directores y gerentes;Empleador;2016T4;269,6
Ambos sexos;1 Directores y gerentes;Empleador;2016T3;275,8
Ambos sexos;1 Directores y gerentes;Empleador;2016T2;284,6
Ambos sexos;1 Directores y gerentes;Empleador;2016T1;283,3
Ambos sexos;1 Directores y gerentes;Empleador;2015T4;278
Ambos sexos;1 Directores y gerentes;Empleador;2015T3;280
Ambos sexos;1 Directores y gerentes;Empleador;2015T2;282,4
Ambos sexos;1 Directores y gerentes;Empleador;2015T1;258
