Sexo;Edad;Nivel de formación alcanzado;Periodo;Total
Ambos sexos;De 16 a 19 años;Total;2019T1;21,6
Ambos sexos;De 16 a 19 años;Total;2018T4;18,5
Ambos sexos;De 16 a 19 años;Total;2018T3;24,4
Ambos sexos;De 16 a 19 años;Total;2018T2;27,1
Ambos sexos;De 16 a 19 años;Total;2018T1;19,7
Ambos sexos;De 16 a 19 años;Total;2017T4;18,5
Ambos sexos;De 16 a 19 años;Total;2017T3;26,1
Ambos sexos;De 16 a 19 años;Total;2017T2;23,5
Ambos sexos;De 16 a 19 años;Total;2017T1;21
Ambos sexos;De 16 a 19 años;Total;2016T4;18,5
Ambos sexos;De 16 a 19 años;Total;2016T3;21,3
Ambos sexos;De 16 a 19 años;Total;2016T2;19,8
Ambos sexos;De 16 a 19 años;Total;2016T1;18,2
Ambos sexos;De 16 a 19 años;Total;2015T4;18,3
Ambos sexos;De 16 a 19 años;Total;2015T3;21,1
Ambos sexos;De 16 a 19 años;Total;2015T2;17
Ambos sexos;De 16 a 19 años;Total;2015T1;18,1
Ambos sexos;De 16 a 19 años;Total;2014T4;18,6
Ambos sexos;De 16 a 19 años;Total;2014T3;19
Ambos sexos;De 16 a 19 años;Total;2014T2;14,7
Ambos sexos;De 16 a 19 años;Total;2014T1;16,1
Ambos sexos;De 16 a 19 años;Analfabetos;2025T4;..
Ambos sexos;De 16 a 19 años;Analfabetos;2025T3;..
Ambos sexos;De 16 a 19 años;Analfabetos;2025T2;..
Ambos sexos;De 16 a 19 años;Analfabetos;2025T1;..
Ambos sexos;De 16 a 19 años;Analfabetos;2024T4;..
Ambos sexos;De 16 a 19 años;Analfabetos;2024T3;..
Ambos sexos;De 16 a 19 años;Analfabetos;2024T2;..
Ambos sexos;De 16 a 19 años;Analfabetos;2024T1;..
Ambos sexos;De 16 a 19 años;Analfabetos;2023T4;..
Ambos sexos;De 16 a 19 años;Analfabetos;2023T3;..
Ambos sexos;De 16 a 19 años;Analfabetos;2023T2;..
Ambos sexos;De 16 a 19 años;Analfabetos;2023T1;..
Ambos sexos;De 16 a 19 años;Analfabetos;2022T4;..
Ambos sexos;De 16 a 19 años;Analfabetos;2022T3;..
Ambos sexos;De 16 a 19 años;Analfabetos;2022T2;..
Ambos sexos;De 16 a 19 años;Analfabetos;2022T1;..
Ambos sexos;De 16 a 19 años;Analfabetos;2021T4;..
Ambos sexos;De 16 a 19 años;Analfabetos;2021T3;..
Ambos sexos;De 16 a 19 años;Analfabetos;2021T2;..
Ambos sexos;De 16 a 19 años;Analfabetos;2021T1;..
Ambos sexos;De 16 a 19 años;Analfabetos;2020T4;..
Ambos sexos;De 16 a 19 años;Analfabetos;2020T3;..
Ambos sexos;De 16 a 19 años;Analfabetos;2020T2;..
Ambos sexos;De 16 a 19 años;Analfabetos;2020T1;..
Ambos sexos;De 16 a 19 años;Analfabetos;2019T4;..
Ambos sexos;De 16 a 19 años;Analfabetos;2019T3;..
Ambos sexos;De 16 a 19 años;Analfabetos;2019T2;..
Ambos sexos;De 16 a 19 años;Analfabetos;2019T1;..
Ambos sexos;De 16 a 19 años;Analfabetos;2018T4;..
Ambos sexos;De 16 a 19 años;Analfabetos;2018T3;..
Ambos sexos;De 16 a 19 años;Analfabetos;2018T2;..
Ambos sexos;De 16 a 19 años;Analfabetos;2018T1;..
Ambos sexos;De 16 a 19 años;Analfabetos;2017T4;..
Ambos sexos;De 16 a 19 años;Analfabetos;2017T3;..
Ambos sexos;De 16 a 19 años;Analfabetos;2017T2;..
Ambos sexos;De 16 a 19 años;Analfabetos;2017T1;..
Ambos sexos;De 16 a 19 años;Analfabetos;2016T4;..
Ambos sexos;De 16 a 19 años;Analfabetos;2016T3;..
Ambos sexos;De 16 a 19 años;Analfabetos;2016T2;..
Ambos sexos;De 16 a 19 años;Analfabetos;2016T1;..
Ambos sexos;De 16 a 19 años;Analfabetos;2015T4;..
Ambos sexos;De 16 a 19 años;Analfabetos;2015T3;..
Ambos sexos;De 16 a 19 años;Analfabetos;2015T2;..
Ambos sexos;De 16 a 19 años;Analfabetos;2015T1;..
Ambos sexos;De 16 a 19 años;Analfabetos;2014T4;..
Ambos sexos;De 16 a 19 años;Analfabetos;2014T3;..
Ambos sexos;De 16 a 19 años;Analfabetos;2014T2;..
Ambos sexos;De 16 a 19 años;Analfabetos;2014T1;..
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2025T4;0,7
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2025T3;..
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2025T2;..
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2025T1;..
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2024T4;..
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2024T3;..
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2024T2;..
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2024T1;..
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2023T4;..
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2023T3;..
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2023T2;..
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2023T1;..
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2022T4;..
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2022T3;..
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2022T2;..
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2022T1;0,7
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2021T4;..
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2021T3;..
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2021T2;..
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2021T1;..
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2020T4;..
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2020T3;..
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2020T2;0
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2020T1;0
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2019T4;0
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2019T3;0
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2019T2;0
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2019T1;..
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2018T4;..
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2018T3;0
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2018T2;0
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2018T1;0,3
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2017T4;0,4
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2017T3;0
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2017T2;0,3
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2017T1;0
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2016T4;..
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2016T3;0,1
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2016T2;0
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2016T1;..
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2015T4;0,3
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2015T3;0
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2015T2;0
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2015T1;0,5
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2014T4;..
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2014T3;..
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2014T2;0
Ambos sexos;De 16 a 19 años;Estudios primarios incompletos;2014T1;0
Ambos sexos;De 16 a 19 años;Educación primaria;2025T4;1,5
Ambos sexos;De 16 a 19 años;Educación primaria;2025T3;0,5
Ambos sexos;De 16 a 19 años;Educación primaria;2025T2;1,1
Ambos sexos;De 16 a 19 años;Educación primaria;2025T1;1,6
Ambos sexos;De 16 a 19 años;Educación primaria;2024T4;1
Ambos sexos;De 16 a 19 años;Educación primaria;2024T3;0,7
Ambos sexos;De 16 a 19 años;Educación primaria;2024T2;0,5
Ambos sexos;De 16 a 19 años;Educación primaria;2024T1;1,4
Ambos sexos;De 16 a 19 años;Educación primaria;2023T4;0,2
Ambos sexos;De 16 a 19 años;Educación primaria;2023T3;1,9
Ambos sexos;De 16 a 19 años;Educación primaria;2023T2;1,9
Ambos sexos;De 16 a 19 años;Educación primaria;2023T1;2,1
Ambos sexos;De 16 a 19 años;Educación primaria;2022T4;0,3
Ambos sexos;De 16 a 19 años;Educación primaria;2022T3;0,8
Ambos sexos;De 16 a 19 años;Educación primaria;2022T2;2,1
Ambos sexos;De 16 a 19 años;Educación primaria;2022T1;1,7
Ambos sexos;De 16 a 19 años;Educación primaria;2021T4;0,9
Ambos sexos;De 16 a 19 años;Educación primaria;2021T3;1,3
Ambos sexos;De 16 a 19 años;Educación primaria;2021T2;3,1
Ambos sexos;De 16 a 19 años;Educación primaria;2021T1;0,7
Ambos sexos;De 16 a 19 años;Educación primaria;2020T4;0,5
Ambos sexos;De 16 a 19 años;Educación primaria;2020T3;1,2
Ambos sexos;De 16 a 19 años;Educación primaria;2020T2;0,1
Ambos sexos;De 16 a 19 años;Educación primaria;2020T1;1,1
Ambos sexos;De 16 a 19 años;Educación primaria;2019T4;3,2
Ambos sexos;De 16 a 19 años;Educación primaria;2019T3;1,8
Ambos sexos;De 16 a 19 años;Educación primaria;2019T2;2,9
Ambos sexos;De 16 a 19 años;Educación primaria;2019T1;3,8
Ambos sexos;De 16 a 19 años;Educación primaria;2018T4;0,7
Ambos sexos;De 16 a 19 años;Educación primaria;2018T3;0,7
Ambos sexos;De 16 a 19 años;Educación primaria;2018T2;3,7
Ambos sexos;De 16 a 19 años;Educación primaria;2018T1;1,2
Ambos sexos;De 16 a 19 años;Educación primaria;2017T4;0,7
Ambos sexos;De 16 a 19 años;Educación primaria;2017T3;1,3
Ambos sexos;De 16 a 19 años;Educación primaria;2017T2;1
Ambos sexos;De 16 a 19 años;Educación primaria;2017T1;1,4
Ambos sexos;De 16 a 19 años;Educación primaria;2016T4;2,5
Ambos sexos;De 16 a 19 años;Educación primaria;2016T3;4
Ambos sexos;De 16 a 19 años;Educación primaria;2016T2;4,3
Ambos sexos;De 16 a 19 años;Educación primaria;2016T1;1,7
Ambos sexos;De 16 a 19 años;Educación primaria;2015T4;2,7
Ambos sexos;De 16 a 19 años;Educación primaria;2015T3;3,4
Ambos sexos;De 16 a 19 años;Educación primaria;2015T2;2,2
Ambos sexos;De 16 a 19 años;Educación primaria;2015T1;2,1
Ambos sexos;De 16 a 19 años;Educación primaria;2014T4;2
Ambos sexos;De 16 a 19 años;Educación primaria;2014T3;1,4
Ambos sexos;De 16 a 19 años;Educación primaria;2014T2;1,8
Ambos sexos;De 16 a 19 años;Educación primaria;2014T1;1
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2025T4;13,1
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2025T3;6,6
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2025T2;13,6
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2025T1;13,4
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2024T4;15,1
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2024T3;14,6
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2024T2;9,5
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2024T1;10
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2023T4;9,4
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2023T3;14,2
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2023T2;13,4
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2023T1;7,2
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2022T4;14,2
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2022T3;8,9
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2022T2;9,4
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2022T1;13,7
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2021T4;7,6
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2021T3;7,3
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2021T2;10,1
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2021T1;8,2
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2020T4;7,7
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2020T3;10,7
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2020T2;8,1
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2020T1;13
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2019T4;14,8
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2019T3;14,1
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2019T2;17
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2019T1;10,7
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2018T4;8,7
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2018T3;12,6
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2018T2;15,2
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2018T1;11,2
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2017T4;10,8
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2017T3;16,2
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2017T2;16,7
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2017T1;12,2
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2016T4;11,2
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2016T3;12,6
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2016T2;9,5
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2016T1;8,9
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2015T4;9,5
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2015T3;10,1
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2015T2;11,1
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2015T1;9,9
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2014T4;9,3
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2014T3;12,2
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2014T2;9,2
Ambos sexos;De 16 a 19 años;Primera etapa de Educación Secundaria y similar;2014T1;11
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2025T4;4,2
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2025T3;7,4
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2025T2;7
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2025T1;4,4
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2024T4;5,8
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2024T3;8,2
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2024T2;11,2
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2024T1;6,4
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2023T4;4,5
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2023T3;6,5
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2023T2;7,3
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2023T1;3,9
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2022T4;6,4
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2022T3;8,1
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2022T2;5,3
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2022T1;6,2
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2021T4;3,6
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2021T3;11,7
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2021T2;7,1
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2021T1;1,7
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2020T4;3,8
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2020T3;2,9
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2020T2;4
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2020T1;3,1
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2019T4;3,9
Ambos sexos;De 16 a 19 años;Segunda etapa de educación secundaria, con orientación general;2019T3;3,4
