Sexo;Tipo de jornada;Tipo de contrato o relación laboral;Periodo;Total
Ambos sexos;Total;Asalariados con contrato temporal;2008T3;4.965,5
Ambos sexos;Total;Asalariados con contrato temporal;2008T2;4.987,2
Ambos sexos;Total;Asalariados con contrato temporal;2008T1;5.103,4
Ambos sexos;Total;Asalariados con contrato temporal;2007T4;5.268,7
Ambos sexos;Total;Asalariados con contrato temporal;2007T3;5.442,2
Ambos sexos;Total;Asalariados con contrato temporal;2007T2;5.390,6
Ambos sexos;Total;Asalariados con contrato temporal;2007T1;5.315,2
Ambos sexos;Total;Asalariados con contrato temporal;2006T4;5.608,0
Ambos sexos;Total;Asalariados con contrato temporal;2006T3;5.717,0
Ambos sexos;Total;Asalariados con contrato temporal;2006T2;5.594,3
Ambos sexos;Total;Asalariados con contrato temporal;2006T1;5.341,8
Ambos sexos;Total;Asalariados con contrato temporal;2005T4;5.411,5
Ambos sexos;Total;Asalariados con contrato temporal;2005T3;5.502,1
Ambos sexos;Total;Asalariados con contrato temporal;2005T2;5.232,2
Ambos sexos;Total;Asalariados con contrato temporal;2005T1;4.853,1
Ambos sexos;Total;Asalariados con contrato temporal;2004T4;5.012,6
Ambos sexos;Total;Asalariados con contrato temporal;2004T3;4.978,2
Ambos sexos;Total;Asalariados con contrato temporal;2004T2;4.746,1
Ambos sexos;Total;Asalariados con contrato temporal;2004T1;4.620,7
Ambos sexos;Total;Asalariados con contrato temporal;2003T4;4.687,5
Ambos sexos;Total;Asalariados con contrato temporal;2003T3;4.652,2
Ambos sexos;Total;Asalariados con contrato temporal;2003T2;4.550,9
Ambos sexos;Total;Asalariados con contrato temporal;2003T1;4.370,2
Ambos sexos;Total;Asalariados con contrato temporal;2002T4;4.416,4
Ambos sexos;Total;Asalariados con contrato temporal;2002T3;4.402,8
Ambos sexos;Total;Asalariados con contrato temporal;2002T2;4.375,7
Ambos sexos;Total;Asalariados con contrato temporal;2002T1;4.264,3
Ambos sexos;Total;No clasificable;2025T4;..
Ambos sexos;Total;No clasificable;2025T3;..
Ambos sexos;Total;No clasificable;2025T2;..
Ambos sexos;Total;No clasificable;2025T1;..
Ambos sexos;Total;No clasificable;2024T4;..
Ambos sexos;Total;No clasificable;2024T3;..
Ambos sexos;Total;No clasificable;2024T2;..
Ambos sexos;Total;No clasificable;2024T1;..
Ambos sexos;Total;No clasificable;2023T4;..
Ambos sexos;Total;No clasificable;2023T3;..
Ambos sexos;Total;No clasificable;2023T2;..
Ambos sexos;Total;No clasificable;2023T1;..
Ambos sexos;Total;No clasificable;2022T4;..
Ambos sexos;Total;No clasificable;2022T3;..
Ambos sexos;Total;No clasificable;2022T2;..
Ambos sexos;Total;No clasificable;2022T1;..
Ambos sexos;Total;No clasificable;2021T4;..
Ambos sexos;Total;No clasificable;2021T3;..
Ambos sexos;Total;No clasificable;2021T2;..
Ambos sexos;Total;No clasificable;2021T1;..
Ambos sexos;Total;No clasificable;2020T4;..
Ambos sexos;Total;No clasificable;2020T3;..
Ambos sexos;Total;No clasificable;2020T2;..
Ambos sexos;Total;No clasificable;2020T1;..
Ambos sexos;Total;No clasificable;2019T4;..
Ambos sexos;Total;No clasificable;2019T3;..
Ambos sexos;Total;No clasificable;2019T2;..
Ambos sexos;Total;No clasificable;2019T1;..
Ambos sexos;Total;No clasificable;2018T4;..
Ambos sexos;Total;No clasificable;2018T3;..
Ambos sexos;Total;No clasificable;2018T2;..
Ambos sexos;Total;No clasificable;2018T1;..
Ambos sexos;Total;No clasificable;2017T4;..
Ambos sexos;Total;No clasificable;2017T3;..
Ambos sexos;Total;No clasificable;2017T2;..
Ambos sexos;Total;No clasificable;2017T1;..
Ambos sexos;Total;No clasificable;2016T4;..
Ambos sexos;Total;No clasificable;2016T3;..
Ambos sexos;Total;No clasificable;2016T2;..
Ambos sexos;Total;No clasificable;2016T1;..
Ambos sexos;Total;No clasificable;2015T4;..
Ambos sexos;Total;No clasificable;2015T3;..
Ambos sexos;Total;No clasificable;2015T2;..
Ambos sexos;Total;No clasificable;2015T1;..
Ambos sexos;Total;No clasificable;2014T4;..
Ambos sexos;Total;No clasificable;2014T3;..
Ambos sexos;Total;No clasificable;2014T2;..
Ambos sexos;Total;No clasificable;2014T1;..
Ambos sexos;Total;No clasificable;2013T4;..
Ambos sexos;Total;No clasificable;2013T3;..
Ambos sexos;Total;No clasificable;2013T2;..
Ambos sexos;Total;No clasificable;2013T1;..
Ambos sexos;Total;No clasificable;2012T4;..
Ambos sexos;Total;No clasificable;2012T3;..
Ambos sexos;Total;No clasificable;2012T2;..
Ambos sexos;Total;No clasificable;2012T1;..
Ambos sexos;Total;No clasificable;2011T4;..
Ambos sexos;Total;No clasificable;2011T3;..
Ambos sexos;Total;No clasificable;2011T2;..
Ambos sexos;Total;No clasificable;2011T1;..
Ambos sexos;Total;No clasificable;2010T4;..
Ambos sexos;Total;No clasificable;2010T3;..
Ambos sexos;Total;No clasificable;2010T2;..
Ambos sexos;Total;No clasificable;2010T1;..
Ambos sexos;Total;No clasificable;2009T4;..
Ambos sexos;Total;No clasificable;2009T3;..
Ambos sexos;Total;No clasificable;2009T2;..
Ambos sexos;Total;No clasificable;2009T1;..
Ambos sexos;Total;No clasificable;2008T4;..
Ambos sexos;Total;No clasificable;2008T3;..
Ambos sexos;Total;No clasificable;2008T2;..
Ambos sexos;Total;No clasificable;2008T1;..
Ambos sexos;Total;No clasificable;2007T4;..
Ambos sexos;Total;No clasificable;2007T3;..
Ambos sexos;Total;No clasificable;2007T2;..
Ambos sexos;Total;No clasificable;2007T1;..
Ambos sexos;Total;No clasificable;2006T4;..
Ambos sexos;Total;No clasificable;2006T3;..
Ambos sexos;Total;No clasificable;2006T2;..
Ambos sexos;Total;No clasificable;2006T1;..
Ambos sexos;Total;No clasificable;2005T4;..
Ambos sexos;Total;No clasificable;2005T3;..
Ambos sexos;Total;No clasificable;2005T2;..
Ambos sexos;Total;No clasificable;2005T1;..
Ambos sexos;Total;No clasificable;2004T4;..
Ambos sexos;Total;No clasificable;2004T3;..
Ambos sexos;Total;No clasificable;2004T2;..
Ambos sexos;Total;No clasificable;2004T1;..
Ambos sexos;Total;No clasificable;2003T4;..
Ambos sexos;Total;No clasificable;2003T3;..
Ambos sexos;Total;No clasificable;2003T2;..
Ambos sexos;Total;No clasificable;2003T1;..
Ambos sexos;Total;No clasificable;2002T4;..
Ambos sexos;Total;No clasificable;2002T3;..
Ambos sexos;Total;No clasificable;2002T2;..
Ambos sexos;Total;No clasificable;2002T1;..
Ambos sexos;Jornada a tiempo completo;Total;2025T4;19.373,6
Ambos sexos;Jornada a tiempo completo;Total;2025T3;19.489,3
Ambos sexos;Jornada a tiempo completo;Total;2025T2;19.174,8
Ambos sexos;Jornada a tiempo completo;Total;2025T1;18.689,5
Ambos sexos;Jornada a tiempo completo;Total;2024T4;18.798,9
Ambos sexos;Jornada a tiempo completo;Total;2024T3;19.029,1
Ambos sexos;Jornada a tiempo completo;Total;2024T2;18.742,1
Ambos sexos;Jornada a tiempo completo;Total;2024T1;18.308,5
Ambos sexos;Jornada a tiempo completo;Total;2023T4;18.508,2
Ambos sexos;Jornada a tiempo completo;Total;2023T3;18.756,7
Ambos sexos;Jornada a tiempo completo;Total;2023T2;18.382,1
Ambos sexos;Jornada a tiempo completo;Total;2023T1;17.807,4
Ambos sexos;Jornada a tiempo completo;Total;2022T4;17.835,9
Ambos sexos;Jornada a tiempo completo;Total;2022T3;18.081,4
Ambos sexos;Jornada a tiempo completo;Total;2022T2;17.768,9
Ambos sexos;Jornada a tiempo completo;Total;2022T1;17.364,1
Ambos sexos;Jornada a tiempo completo;Total;2021T4;17.527,2
Ambos sexos;Jornada a tiempo completo;Total;2021T3;17.399,6
Ambos sexos;Jornada a tiempo completo;Total;2021T2;16.871,0
Ambos sexos;Jornada a tiempo completo;Total;2021T1;16.531,7
Ambos sexos;Jornada a tiempo completo;Total;2020T4;16.545,2
Ambos sexos;Jornada a tiempo completo;Total;2020T3;16.522,1
Ambos sexos;Jornada a tiempo completo;Total;2020T2;16.121,1
Ambos sexos;Jornada a tiempo completo;Total;2020T1;16.833,0
Ambos sexos;Jornada a tiempo completo;Total;2019T4;17.022,1
Ambos sexos;Jornada a tiempo completo;Total;2019T3;17.085,1
Ambos sexos;Jornada a tiempo completo;Total;2019T2;16.853,4
Ambos sexos;Jornada a tiempo completo;Total;2019T1;16.570,4
Ambos sexos;Jornada a tiempo completo;Total;2018T4;16.669,8
Ambos sexos;Jornada a tiempo completo;Total;2018T3;16.814,2
Ambos sexos;Jornada a tiempo completo;Total;2018T2;16.444,3
Ambos sexos;Jornada a tiempo completo;Total;2018T1;16.059,9
Ambos sexos;Jornada a tiempo completo;Total;2017T4;16.193,0
Ambos sexos;Jornada a tiempo completo;Total;2017T3;16.323,4
Ambos sexos;Jornada a tiempo completo;Total;2017T2;15.943,2
Ambos sexos;Jornada a tiempo completo;Total;2017T1;15.564,0
Ambos sexos;Jornada a tiempo completo;Total;2016T4;15.675,1
Ambos sexos;Jornada a tiempo completo;Total;2016T3;15.830,4
Ambos sexos;Jornada a tiempo completo;Total;2016T2;15.499,9
Ambos sexos;Jornada a tiempo completo;Total;2016T1;15.198,8
Ambos sexos;Jornada a tiempo completo;Total;2015T4;15.250,5
Ambos sexos;Jornada a tiempo completo;Total;2015T3;15.298,3
Ambos sexos;Jornada a tiempo completo;Total;2015T2;15.048,4
Ambos sexos;Jornada a tiempo completo;Total;2015T1;14.618,2
Ambos sexos;Jornada a tiempo completo;Total;2014T4;14.748,7
Ambos sexos;Jornada a tiempo completo;Total;2014T3;14.879,6
Ambos sexos;Jornada a tiempo completo;Total;2014T2;14.508,9
Ambos sexos;Jornada a tiempo completo;Total;2014T1;14.204,5
Ambos sexos;Jornada a tiempo completo;Total;2013T4;14.381,4
Ambos sexos;Jornada a tiempo completo;Total;2013T3;14.616,3
Ambos sexos;Jornada a tiempo completo;Total;2013T2;14.389,4
Ambos sexos;Jornada a tiempo completo;Total;2013T1;14.339,8
Ambos sexos;Jornada a tiempo completo;Total;2012T4;14.723,4
Ambos sexos;Jornada a tiempo completo;Total;2012T3;15.172,3
Ambos sexos;Jornada a tiempo completo;Total;2012T2;15.152,5
Ambos sexos;Jornada a tiempo completo;Total;2012T1;15.263,7
Ambos sexos;Jornada a tiempo completo;Total;2011T4;15.700,4
Ambos sexos;Jornada a tiempo completo;Total;2011T3;16.089,1
Ambos sexos;Jornada a tiempo completo;Total;2011T2;16.035,4
Ambos sexos;Jornada a tiempo completo;Total;2011T1;15.868,3
Ambos sexos;Jornada a tiempo completo;Total;2010T4;16.208,9
Ambos sexos;Jornada a tiempo completo;Total;2010T3;16.457,7
Ambos sexos;Jornada a tiempo completo;Total;2010T2;16.268,6
Ambos sexos;Jornada a tiempo completo;Total;2010T1;16.210,1
Ambos sexos;Jornada a tiempo completo;Total;2009T4;16.433,1
Ambos sexos;Jornada a tiempo completo;Total;2009T3;16.798,0
Ambos sexos;Jornada a tiempo completo;Total;2009T2;16.728,9
Ambos sexos;Jornada a tiempo completo;Total;2009T1;16.880,9
Ambos sexos;Jornada a tiempo completo;Total;2008T4;17.595,9
Ambos sexos;Jornada a tiempo completo;Total;2008T3;18.257,7
Ambos sexos;Jornada a tiempo completo;Total;2008T2;18.215,2
Ambos sexos;Jornada a tiempo completo;Total;2008T1;18.185,8
Ambos sexos;Jornada a tiempo completo;Total;2007T4;18.348,9
Ambos sexos;Jornada a tiempo completo;Total;2007T3;18.488,0
Ambos sexos;Jornada a tiempo completo;Total;2007T2;18.160,1
Ambos sexos;Jornada a tiempo completo;Total;2007T1;17.784,4
Ambos sexos;Jornada a tiempo completo;Total;2006T4;17.833,1
Ambos sexos;Jornada a tiempo completo;Total;2006T3;17.851,3
Ambos sexos;Jornada a tiempo completo;Total;2006T2;17.495,0
Ambos sexos;Jornada a tiempo completo;Total;2006T1;17.177,6
Ambos sexos;Jornada a tiempo completo;Total;2005T4;17.203,1
Ambos sexos;Jornada a tiempo completo;Total;2005T3;17.198,4
Ambos sexos;Jornada a tiempo completo;Total;2005T2;16.744,4
Ambos sexos;Jornada a tiempo completo;Total;2005T1;16.308,7
Ambos sexos;Jornada a tiempo completo;Total;2004T4;16.890,9
Ambos sexos;Jornada a tiempo completo;Total;2004T3;16.706,8
Ambos sexos;Jornada a tiempo completo;Total;2004T2;16.428,4
Ambos sexos;Jornada a tiempo completo;Total;2004T1;16.240,8
Ambos sexos;Jornada a tiempo completo;Total;2003T4;16.261,1
Ambos sexos;Jornada a tiempo completo;Total;2003T3;16.277,1
Ambos sexos;Jornada a tiempo completo;Total;2003T2;15.977,5
Ambos sexos;Jornada a tiempo completo;Total;2003T1;15.697,2
Ambos sexos;Jornada a tiempo completo;Total;2002T4;15.640,4
Ambos sexos;Jornada a tiempo completo;Total;2002T3;15.614,9
Ambos sexos;Jornada a tiempo completo;Total;2002T2;15.422,5
Ambos sexos;Jornada a tiempo completo;Total;2002T1;15.167,7
Ambos sexos;Jornada a tiempo completo;No asalariados;2025T4;2.986,4
Ambos sexos;Jornada a tiempo completo;No asalariados;2025T3;2.971,1
Ambos sexos;Jornada a tiempo completo;No asalariados;2025T2;2.990,1
Ambos sexos;Jornada a tiempo completo;No asalariados;2025T1;2.961,4
Ambos sexos;Jornada a tiempo completo;No asalariados;2024T4;2.981,1
Ambos sexos;Jornada a tiempo completo;No asalariados;2024T3;2.885,7
Ambos sexos;Jornada a tiempo completo;No asalariados;2024T2;2.957,4
Ambos sexos;Jornada a tiempo completo;No asalariados;2024T1;2.877,0
Ambos sexos;Jornada a tiempo completo;No asalariados;2023T4;2.962,2
Ambos sexos;Jornada a tiempo completo;No asalariados;2023T3;2.920,9
Ambos sexos;Jornada a tiempo completo;No asalariados;2023T2;2.958,1
Ambos sexos;Jornada a tiempo completo;No asalariados;2023T1;2.878,6
Ambos sexos;Jornada a tiempo completo;No asalariados;2022T4;2.868,7
Ambos sexos;Jornada a tiempo completo;No asalariados;2022T3;2.905,3
Ambos sexos;Jornada a tiempo completo;No asalariados;2022T2;2.930,8
Ambos sexos;Jornada a tiempo completo;No asalariados;2022T1;2.893,4
Ambos sexos;Jornada a tiempo completo;No asalariados;2021T4;2.957,1
Ambos sexos;Jornada a tiempo completo;No asalariados;2021T3;2.849,6
Ambos sexos;Jornada a tiempo completo;No asalariados;2021T2;2.869,7
Ambos sexos;Jornada a tiempo completo;No asalariados;2021T1;2.826,2
Ambos sexos;Jornada a tiempo completo;No asalariados;2020T4;2.782,7
Ambos sexos;Jornada a tiempo completo;No asalariados;2020T3;2.750,7
Ambos sexos;Jornada a tiempo completo;No asalariados;2020T2;2.793,6
Ambos sexos;Jornada a tiempo completo;No asalariados;2020T1;2.844,2
Ambos sexos;Jornada a tiempo completo;No asalariados;2019T4;2.847,6
Ambos sexos;Jornada a tiempo completo;No asalariados;2019T3;2.822,1
Ambos sexos;Jornada a tiempo completo;No asalariados;2019T2;2.837,6
Ambos sexos;Jornada a tiempo completo;No asalariados;2019T1;2.845,0
Ambos sexos;Jornada a tiempo completo;No asalariados;2018T4;2.836,8
Ambos sexos;Jornada a tiempo completo;No asalariados;2018T3;2.829,7
Ambos sexos;Jornada a tiempo completo;No asalariados;2018T2;2.823,8
Ambos sexos;Jornada a tiempo completo;No asalariados;2018T1;2.811,8
Ambos sexos;Jornada a tiempo completo;No asalariados;2017T4;2.817,1
Ambos sexos;Jornada a tiempo completo;No asalariados;2017T3;2.876,9
Ambos sexos;Jornada a tiempo completo;No asalariados;2017T2;2.856,4
Ambos sexos;Jornada a tiempo completo;No asalariados;2017T1;2.823,2
Ambos sexos;Jornada a tiempo completo;No asalariados;2016T4;2.847,3
Ambos sexos;Jornada a tiempo completo;No asalariados;2016T3;2.865,5
Ambos sexos;Jornada a tiempo completo;No asalariados;2016T2;2.840,5
Ambos sexos;Jornada a tiempo completo;No asalariados;2016T1;2.790,0
Ambos sexos;Jornada a tiempo completo;No asalariados;2015T4;2.800,1
Ambos sexos;Jornada a tiempo completo;No asalariados;2015T3;2.788,6
Ambos sexos;Jornada a tiempo completo;No asalariados;2015T2;2.798,9
Ambos sexos;Jornada a tiempo completo;No asalariados;2015T1;2.740,8
Ambos sexos;Jornada a tiempo completo;No asalariados;2014T4;2.779,2
Ambos sexos;Jornada a tiempo completo;No asalariados;2014T3;2.803,5
Ambos sexos;Jornada a tiempo completo;No asalariados;2014T2;2.721,5
Ambos sexos;Jornada a tiempo completo;No asalariados;2014T1;2.695,2
Ambos sexos;Jornada a tiempo completo;No asalariados;2013T4;2.726,1
Ambos sexos;Jornada a tiempo completo;No asalariados;2013T3;2.804,0
Ambos sexos;Jornada a tiempo completo;No asalariados;2013T2;2.760,9
Ambos sexos;Jornada a tiempo completo;No asalariados;2013T1;2.727,2
Ambos sexos;Jornada a tiempo completo;No asalariados;2012T4;2.724,2
Ambos sexos;Jornada a tiempo completo;No asalariados;2012T3;2.782,2
Ambos sexos;Jornada a tiempo completo;No asalariados;2012T2;2.724,3
Ambos sexos;Jornada a tiempo completo;No asalariados;2012T1;2.729,0
Ambos sexos;Jornada a tiempo completo;No asalariados;2011T4;2.707,0
Ambos sexos;Jornada a tiempo completo;No asalariados;2011T3;2.728,1
Ambos sexos;Jornada a tiempo completo;No asalariados;2011T2;2.749,5
Ambos sexos;Jornada a tiempo completo;No asalariados;2011T1;2.736,4
Ambos sexos;Jornada a tiempo completo;No asalariados;2010T4;2.820,9
Ambos sexos;Jornada a tiempo completo;No asalariados;2010T3;2.817,0
Ambos sexos;Jornada a tiempo completo;No asalariados;2010T2;2.819,2
Ambos sexos;Jornada a tiempo completo;No asalariados;2010T1;2.845,8
Ambos sexos;Jornada a tiempo completo;No asalariados;2009T4;2.847,9
Ambos sexos;Jornada a tiempo completo;No asalariados;2009T3;2.922,2
Ambos sexos;Jornada a tiempo completo;No asalariados;2009T2;2.904,2
Ambos sexos;Jornada a tiempo completo;No asalariados;2009T1;2.942,8
Ambos sexos;Jornada a tiempo completo;No asalariados;2008T4;3.207,4
Ambos sexos;Jornada a tiempo completo;No asalariados;2008T3;3.274,7
Ambos sexos;Jornada a tiempo completo;No asalariados;2008T2;3.245,2
Ambos sexos;Jornada a tiempo completo;No asalariados;2008T1;3.234,8
Ambos sexos;Jornada a tiempo completo;No asalariados;2007T4;3.263,5
Ambos sexos;Jornada a tiempo completo;No asalariados;2007T3;3.294,4
Ambos sexos;Jornada a tiempo completo;No asalariados;2007T2;3.232,0
Ambos sexos;Jornada a tiempo completo;No asalariados;2007T1;3.164,1
Ambos sexos;Jornada a tiempo completo;No asalariados;2006T4;3.185,8
Ambos sexos;Jornada a tiempo completo;No asalariados;2006T3;3.172,0
Ambos sexos;Jornada a tiempo completo;No asalariados;2006T2;3.175,4
Ambos sexos;Jornada a tiempo completo;No asalariados;2006T1;3.085,6
Ambos sexos;Jornada a tiempo completo;No asalariados;2005T4;3.068,9
Ambos sexos;Jornada a tiempo completo;No asalariados;2005T3;3.037,0
Ambos sexos;Jornada a tiempo completo;No asalariados;2005T2;3.031,2
Ambos sexos;Jornada a tiempo completo;No asalariados;2005T1;3.028,7
Ambos sexos;Jornada a tiempo completo;No asalariados;2004T4;3.049,2
Ambos sexos;Jornada a tiempo completo;No asalariados;2004T3;3.032,4
Ambos sexos;Jornada a tiempo completo;No asalariados;2004T2;3.033,9
Ambos sexos;Jornada a tiempo completo;No asalariados;2004T1;3.004,3
Ambos sexos;Jornada a tiempo completo;No asalariados;2003T4;2.969,5
Ambos sexos;Jornada a tiempo completo;No asalariados;2003T3;2.964,5
Ambos sexos;Jornada a tiempo completo;No asalariados;2003T2;2.946,9
Ambos sexos;Jornada a tiempo completo;No asalariados;2003T1;2.935,3
Ambos sexos;Jornada a tiempo completo;No asalariados;2002T4;2.920,5
Ambos sexos;Jornada a tiempo completo;No asalariados;2002T3;2.931,9
Ambos sexos;Jornada a tiempo completo;No asalariados;2002T2;2.974,4
Ambos sexos;Jornada a tiempo completo;No asalariados;2002T1;2.969,3
Ambos sexos;Jornada a tiempo completo;Total asalariados;2025T4;16.387,2
Ambos sexos;Jornada a tiempo completo;Total asalariados;2025T3;16.518,1
Ambos sexos;Jornada a tiempo completo;Total asalariados;2025T2;16.184,7
Ambos sexos;Jornada a tiempo completo;Total asalariados;2025T1;15.728,1
Ambos sexos;Jornada a tiempo completo;Total asalariados;2024T4;15.817,8
Ambos sexos;Jornada a tiempo completo;Total asalariados;2024T3;16.143,3
Ambos sexos;Jornada a tiempo completo;Total asalariados;2024T2;15.784,6
Ambos sexos;Jornada a tiempo completo;Total asalariados;2024T1;15.431,5
Ambos sexos;Jornada a tiempo completo;Total asalariados;2023T4;15.546,0
Ambos sexos;Jornada a tiempo completo;Total asalariados;2023T3;15.835,7
Ambos sexos;Jornada a tiempo completo;Total asalariados;2023T2;15.424,0
Ambos sexos;Jornada a tiempo completo;Total asalariados;2023T1;14.928,8
Ambos sexos;Jornada a tiempo completo;Total asalariados;2022T4;14.967,1
Ambos sexos;Jornada a tiempo completo;Total asalariados;2022T3;15.176,1
Ambos sexos;Jornada a tiempo completo;Total asalariados;2022T2;14.838,2
Ambos sexos;Jornada a tiempo completo;Total asalariados;2022T1;14.470,7
Ambos sexos;Jornada a tiempo completo;Total asalariados;2021T4;14.570,1
Ambos sexos;Jornada a tiempo completo;Total asalariados;2021T3;14.550,0
Ambos sexos;Jornada a tiempo completo;Total asalariados;2021T2;14.001,3
Ambos sexos;Jornada a tiempo completo;Total asalariados;2021T1;13.705,5
Ambos sexos;Jornada a tiempo completo;Total asalariados;2020T4;13.762,5
Ambos sexos;Jornada a tiempo completo;Total asalariados;2020T3;13.771,4
Ambos sexos;Jornada a tiempo completo;Total asalariados;2020T2;13.327,5
Ambos sexos;Jornada a tiempo completo;Total asalariados;2020T1;13.988,8
Ambos sexos;Jornada a tiempo completo;Total asalariados;2019T4;14.174,5
Ambos sexos;Jornada a tiempo completo;Total asalariados;2019T3;14.263,0
